soil_moisture,air_temperature,air_humidity,irrigation_action
10.0,26.26,61.31,1
10.0,18.75,74.79,1
10.0,20.54,69.29,1
10.0,19.57,66.45,1
10.0,20.71,80.5,1
15.31,22.85,74.36,0
10.0,26.81,91.74,1
38.16,30.46,82.75,0
10.0,31.85,74.8,1
24.26,28.89,72.73,0
10.0,22.31,60.48,1
26.78,30.26,76.53,0
18.21,18.01,81.99,0
22.27,24.47,77.51,0
10.0,26.94,92.79,1
39.14,19.42,90.81,0
32.06,27.42,84.99,0
18.23,29.23,80.21,0
36.19,23.81,60.29,0
32.26,29.2,66.89,0
14.28,31.45,79.95,0
38.39,20.77,61.52,0
10.0,24.58,75.67,1
10.0,31.44,60.16,1
40.62,21.36,82.84,0
10.0,25.87,77.62,1
13.26,27.73,63.61,0
24.02,19.3,89.27,0
10.0,20.33,75.84,1
11.51,28.8,65.46,1
10.0,30.96,60.9,1
10.0,29.45,82.26,1
13.66,24.04,65.01,0
10.0,27.42,86.65,1
26.53,29.94,65.2,0
14.24,18.46,75.65,0
10.0,21.42,64.9,1
16.1,30.6,71.41,0
10.0,19.63,77.88,1
20.53,27.75,85.52,0
15.49,25.92,92.08,0
22.3,23.88,83.16,0
10.0,28.78,65.97,1
10.0,18.46,75.35,1
10.0,22.34,69.69,1
10.0,23.82,88.08,1
10.0,21.57,86.09,1
10.0,29.17,61.42,1
44.71,21.04,83.34,0
18.03,20.42,83.37,0
28.79,24.74,66.84,0
23.44,19.54,85.63,0
10.0,22.5,86.73,1
18.31,19.32,78.82,0
31.68,19.13,67.77,0
10.0,26.42,80.05,1
10.21,28.67,78.29,1
13.2,30.47,81.89,0
37.26,29.29,81.62,0
28.77,18.13,87.96,0
33.67,23.38,65.95,0
10.0,30.38,67.92,1
37.28,20.91,74.03,0
10.0,21.83,75.11,1
13.34,19.18,75.4,0
10.0,29.79,66.83,1
26.7,25.93,89.65,0
39.96,25.4,82.22,0
32.65,28.63,78.7,0
10.0,20.4,89.87,1
40.56,19.04,82.44,0
16.44,29.82,91.23,0
10.0,25.61,64.03,1
12.93,31.71,83.28,0
34.66,19.02,81.37,0
10.0,28.73,82.1,1
42.26,21.07,72.44,0
10.0,20.02,76.0,1
36.65,18.83,68.49,0
21.64,28.48,71.4,0
24.67,25.86,88.6,0
10.0,22.11,75.31,1
25.74,21.17,80.22,0
10.0,18.22,74.19,1
10.0,22.56,72.11,1
10.0,25.04,91.62,1
33.49,25.83,68.81,0
27.59,26.72,68.42,0
10.0,29.54,87.34,1
24.49,18.19,87.76,0
33.21,22.77,79.02,0
41.31,28.98,61.42,0
25.74,25.78,93.49,0
36.05,22.39,68.05,0
27.77,25.17,76.41,0
10.0,22.22,80.29,1
40.3,22.42,74.91,0
10.0,24.02,76.19,1
30.51,28.91,86.98,0
21.56,24.87,91.41,0
31.24,26.54,75.41,0
38.51,20.98,82.49,0
27.61,23.62,89.34,0
36.52,26.62,75.8,0
10.0,20.93,92.35,1
10.0,22.86,93.59,1
26.65,24.36,63.46,0
10.0,31.37,83.02,1
41.99,26.51,69.57,0
10.0,23.78,60.84,1
27.88,20.04,90.74,0
10.0,26.4,91.45,1
10.0,19.17,88.0,1
37.09,31.12,90.23,0
10.0,19.65,67.91,1
36.08,27.32,92.08,0
10.0,31.4,63.92,1
28.28,19.58,78.82,0
17.11,28.05,76.94,0
12.71,29.23,80.74,0
10.0,25.17,71.86,1
34.69,25.69,64.85,0
14.95,27.87,66.88,0
30.73,26.64,90.54,0
10.0,21.99,84.54,1
29.64,27.57,65.33,0
10.0,21.76,64.75,1
10.0,19.82,65.07,1
10.0,18.82,93.86,1
10.0,25.52,65.74,1
10.0,31.76,87.21,1
39.95,23.34,65.18,0
17.22,30.4,78.51,0
10.0,20.07,61.49,1
10.0,24.4,64.85,1
10.0,18.85,78.86,1
39.81,26.61,91.83,0
41.12,20.24,62.74,0
10.0,28.21,65.11,1
37.58,18.13,81.33,0
30.02,27.02,81.67,0
10.0,28.0,63.43,1
15.99,30.28,90.59,0
36.26,31.97,62.25,0
31.53,20.33,68.48,0
44.41,23.79,71.36,0
10.0,20.27,64.53,1
10.0,22.27,81.31,1
22.34,24.45,84.63,0
10.0,19.81,90.07,1
30.2,18.07,70.45,0
10.0,28.11,79.4,1
13.76,27.77,94.0,0
22.1,20.47,85.76,0
10.0,28.09,75.9,1
14.86,27.93,65.64,0
13.42,23.03,61.04,0
31.62,30.61,83.66,0
36.02,20.42,73.83,0
10.0,18.39,89.97,1
32.33,27.24,69.43,0
10.06,29.08,89.6,1
26.89,28.1,88.25,0
18.74,27.01,61.79,0
10.0,25.02,69.69,1
11.3,29.36,66.17,1
39.15,25.32,70.65,0
36.99,21.51,78.23,0
10.0,22.24,73.23,1
10.0,26.08,67.15,1
27.45,20.23,86.33,0
10.0,23.98,89.99,1
10.0,18.55,77.1,1
10.0,18.35,71.26,1
10.0,28.17,88.18,1
10.0,24.65,61.28,1
44.78,22.74,82.95,0
10.0,29.5,60.41,1
10.0,31.77,87.15,1
44.86,28.91,62.61,0
10.0,29.27,70.45,1
41.04,28.77,60.23,0
10.4,25.52,62.12,1
10.0,23.55,66.96,1
10.0,18.89,60.59,1
10.0,21.34,61.97,1
10.0,31.21,94.46,1
38.92,28.77,83.12,0
10.0,31.07,83.25,1
24.43,21.56,68.07,0
13.6,25.45,74.35,0
13.06,23.51,79.35,0
39.72,25.95,93.27,0
10.0,27.35,63.21,1
39.01,29.77,69.51,0
25.59,20.02,86.82,0
43.16,29.27,70.66,0
10.0,25.26,77.27,1
12.33,20.31,70.93,0
10.0,26.34,76.93,1
18.51,24.81,71.13,0
10.0,27.7,74.55,1
33.75,29.48,63.26,0
10.0,19.88,90.72,1
10.0,29.91,62.73,1
20.91,26.05,70.25,0
12.6,22.13,82.82,0
10.0,31.28,86.68,1
10.0,22.1,71.88,1
10.0,26.16,74.01,1
10.0,21.61,71.07,1
15.53,29.68,92.16,0
39.49,23.97,85.95,0
10.0,25.64,78.68,1
10.0,31.65,77.28,1
10.0,28.36,83.8,1
24.95,18.61,62.0,0
37.56,21.32,92.72,0
10.0,20.57,73.87,1
10.0,28.57,94.01,1
30.31,25.5,80.93,0
15.03,29.49,78.53,0
10.0,22.56,83.32,1
10.0,24.09,68.45,1
10.0,30.72,85.65,1
10.0,22.65,83.49,1
10.0,27.02,79.74,1
36.34,19.43,74.09,0
10.0,29.03,78.77,1
10.0,21.04,91.95,1
32.39,27.58,94.78,0
10.0,21.15,85.99,1
13.17,27.99,90.95,0
38.7,31.75,64.93,0
10.0,23.99,72.78,1
42.68,26.26,94.91,0
10.0,21.89,88.61,1
10.0,22.46,69.88,1
42.74,25.97,75.45,0
10.0,29.62,77.77,1
10.0,29.8,67.41,1
33.54,23.81,77.28,0
37.2,23.9,88.45,0
40.58,25.59,90.56,0
10.0,22.98,74.74,1
44.74,31.82,68.11,0
38.86,18.19,64.71,0
10.0,22.04,78.54,1
10.0,30.03,90.39,1
41.46,30.82,66.81,0
10.0,25.98,65.78,1
13.58,22.13,92.83,0
40.36,29.89,83.22,0
10.0,26.86,74.53,1
23.28,25.54,93.69,0
10.0,19.6,78.34,1
42.19,31.54,67.8,0
10.0,27.1,67.71,1
34.38,18.4,85.78,0
10.0,19.59,81.74,1
10.0,22.76,60.74,1
40.77,26.45,75.34,0
10.0,25.44,94.73,1
10.0,27.03,82.99,1
10.0,18.95,86.08,1
31.4,21.74,76.98,0
10.0,29.08,70.71,1
10.0,26.73,73.71,1
43.81,24.16,90.94,0
44.94,18.15,64.25,0
35.76,31.51,61.03,0
10.0,31.47,67.55,1
12.4,21.05,78.22,0
10.0,18.58,60.27,1
10.0,25.42,63.65,1
10.0,30.75,75.68,1
10.0,26.19,93.2,1
10.0,22.25,91.88,1
10.0,24.88,92.14,1
22.65,21.88,88.01,0
41.65,24.48,83.57,0
10.0,30.82,68.08,1
10.0,21.87,77.02,1
40.06,28.87,62.39,0
10.0,27.61,67.74,1
10.0,31.93,68.24,1
10.0,28.44,65.35,1
10.0,19.09,67.64,1
43.31,29.81,93.55,0
10.0,27.75,72.84,1
14.84,23.13,70.42,0
10.0,25.41,62.4,1
10.0,25.23,86.7,1
10.0,19.86,63.91,1
15.68,28.83,65.03,0
37.36,31.48,70.08,0
40.98,26.01,70.1,0
16.76,20.47,80.73,0
10.0,21.92,85.9,1
10.0,30.93,78.74,1
23.22,24.74,62.49,0
44.31,29.21,67.03,0
43.81,22.12,63.78,0
10.0,26.93,61.01,1
10.0,30.62,85.16,1
10.0,30.74,87.74,1
13.17,18.22,81.46,0
37.09,28.14,67.3,0
10.0,24.84,79.9,1
27.06,23.92,64.33,0
38.14,29.5,63.42,0
42.3,25.67,79.15,0
20.46,27.55,65.56,0
10.0,23.91,91.89,1
30.8,23.86,78.77,0
37.68,25.05,87.24,0
24.43,31.73,83.96,0
10.0,24.7,80.23,1
27.45,28.11,92.6,0
36.01,19.58,78.1,0
10.0,25.48,65.08,1
10.0,22.01,70.73,1
36.82,30.31,84.34,0
24.89,22.72,89.91,0
10.0,20.66,74.64,1
10.65,31.87,76.65,1
29.31,28.26,88.31,0
10.0,23.13,65.99,1
12.8,24.74,86.17,0
30.31,21.52,79.91,0
10.0,22.54,86.37,1
10.0,31.65,72.48,1
10.0,24.3,86.96,1
37.0,22.08,81.78,0
40.45,28.87,91.27,0
30.21,26.05,87.91,0
11.59,31.95,79.84,1
34.44,22.95,79.18,0
10.0,23.06,86.81,1
23.55,31.22,61.95,0
10.0,28.2,70.78,1
17.59,25.23,61.62,0
10.0,23.07,62.1,1
33.74,23.34,86.28,0
28.65,31.26,92.53,0
10.0,24.61,79.59,1
38.15,29.42,87.95,0
10.0,28.5,81.82,1
32.61,22.03,69.74,0
10.0,24.93,60.05,1
10.0,20.61,76.9,1
10.0,24.1,91.69,1
10.0,28.34,64.39,1
40.74,25.37,90.12,0
10.0,30.41,61.21,1
43.25,29.63,63.23,0
33.24,18.44,93.82,0
10.0,25.96,73.54,1
10.0,20.87,79.66,1
10.0,18.75,67.39,1
32.17,18.42,94.45,0
36.12,23.7,68.75,0
10.0,20.7,68.81,1
10.0,21.01,70.49,1
37.09,21.88,88.18,0
10.0,30.52,63.63,1
10.0,20.53,94.38,1
10.0,18.86,76.77,1
10.0,28.83,63.46,1
39.45,30.72,66.07,0
10.0,22.15,72.9,1
10.0,19.35,64.99,1
10.0,27.2,70.12,1
26.84,24.79,89.56,0
26.94,29.5,78.3,0
10.0,28.56,65.13,1
10.0,25.83,60.09,1
20.35,26.19,76.95,0
10.0,19.28,86.47,1
10.0,23.34,76.08,1
31.11,30.15,77.26,0
27.74,26.07,90.76,0
10.0,23.97,92.38,1
17.56,30.27,86.23,0
34.78,19.1,82.01,0
10.0,18.37,80.03,1
20.01,26.73,92.64,0
10.0,20.25,88.66,1
10.0,18.34,75.25,1
10.0,23.64,76.02,1
10.0,25.82,76.54,1
16.17,23.93,74.61,0
38.12,25.75,74.44,0
10.0,28.39,75.87,1
39.22,30.56,89.93,0
36.26,26.42,86.16,0
10.0,27.72,85.14,1
10.0,18.61,61.78,1
12.24,27.38,80.3,0
22.6,27.83,92.13,0
25.95,20.68,91.89,0
34.45,29.92,80.21,0
41.91,21.64,73.36,0
11.12,22.37,89.43,0
14.08,28.6,77.32,0
44.71,27.09,86.29,0
34.6,25.01,78.25,0
13.4,22.01,93.77,0
10.0,22.39,74.68,1
33.24,20.67,71.17,0
30.06,30.63,69.87,0
10.0,30.02,84.18,1
10.0,31.15,76.18,1
10.0,25.75,93.39,1
39.12,26.46,78.34,0
10.0,28.69,94.16,1
17.69,24.51,90.32,0
10.0,25.26,91.09,1
27.06,20.49,69.33,0
42.41,22.74,86.49,0
10.0,25.09,73.98,1
10.0,29.46,83.12,1
12.71,30.37,87.98,0
10.0,31.81,68.67,1
26.2,25.37,77.76,0
10.0,18.21,67.84,1
21.49,27.8,67.41,0
15.99,22.41,91.02,0
25.02,25.01,75.69,0
11.8,19.01,85.07,0
42.88,19.25,65.98,0
28.56,31.22,87.19,0
10.0,19.96,71.15,1
19.84,30.36,85.65,0
11.83,19.12,74.17,1
15.98,25.11,86.17,0
15.84,20.29,91.51,0
41.31,23.12,80.87,0
35.08,28.41,65.74,0
29.62,23.94,93.29,0
12.83,28.06,68.38,0
10.0,31.2,74.29,1
10.0,25.48,85.24,1
11.78,22.52,91.73,0
34.2,23.61,90.51,0
28.39,30.46,89.57,0
10.12,18.87,83.03,1
10.0,21.99,88.3,1
10.0,28.97,73.57,1
14.89,20.04,77.71,0
37.71,19.29,69.49,0
10.0,28.02,60.44,1
30.49,30.07,65.0,0
20.19,25.11,92.39,0
36.25,24.46,76.46,0
25.1,31.51,61.78,0
10.0,29.15,81.37,1
41.15,22.63,63.1,0
10.0,24.37,91.04,1
38.06,18.2,63.97,0
40.6,31.94,66.49,0
15.51,29.44,92.23,0
44.45,24.98,71.56,0
24.79,28.24,81.18,0
20.7,29.85,92.88,0
10.0,24.27,75.63,1
28.72,28.7,81.81,0
17.75,20.22,66.23,0
29.41,23.73,78.17,0
10.0,27.65,73.48,1
25.49,23.46,62.03,0
10.0,28.34,94.42,1
38.48,27.27,62.16,0
14.18,18.15,83.86,0
29.51,31.96,73.14,0
10.0,25.06,76.21,1
10.0,26.6,63.22,1
14.95,20.79,81.95,0
10.0,27.19,81.83,1
10.0,28.99,82.18,1
10.0,23.82,83.3,1
10.0,29.02,93.07,1
33.4,31.53,89.82,0
10.0,29.1,66.1,1
26.79,29.57,69.17,0
31.3,31.35,67.17,0
10.0,30.85,87.25,1
20.06,20.85,69.26,0
21.74,25.98,74.8,0
41.72,28.44,74.27,0
25.78,26.06,87.51,0
10.0,24.54,84.73,1
17.99,28.54,60.17,0
44.1,18.08,92.11,0
42.89,19.07,83.48,0
28.56,20.21,73.68,0
32.39,26.23,78.84,0
10.0,26.27,88.89,1
34.42,31.15,88.88,0
10.0,19.81,62.65,1
10.0,20.16,90.34,1
19.94,26.3,73.93,0
10.0,24.85,62.96,1
42.37,24.75,76.07,0
10.0,24.6,91.73,1
10.0,28.62,92.93,1
10.0,25.45,63.27,1
10.0,28.59,85.02,1
16.89,19.11,80.93,0
29.29,24.56,60.1,0
26.42,24.06,85.02,0
