nitrogen,fosfor,kalium,plant_age,fase,ec,soil_moisture,recommendation
88,175,97,66,2,20.47,55.9,10
89,177,97,66,2,20.46,55.3,10
89,173,99,66,2,20.73,57.3,10
88,177,97,66,2,20.57,55.4,10
89,176,98,66,2,20.5,57.3,10
90,176,98,66,2,20.53,56.7,10
88,176,98,66,2,20.64,57.0,10
89,175,98,66,2,20.49,57.0,10
89,176,98,66,2,20.4,57.0,10
89,175,98,66,2,20.71,57.4,10
88,176,97,66,2,20.66,57.7,10
88,173,98,66,2,20.49,57.5,10
88,176,96,66,2,20.58,58.6,10
88,175,99,66,2,20.74,57.2,10
88,175,98,66,2,20.67,59.4,10
88,176,95,66,2,20.55,56.6,10
90,175,98,66,2,20.65,58.2,10
87,174,98,66,2,20.56,58.1,10
89,175,100,66,2,20.73,59.8,10
89,176,99,66,2,20.5,58.2,10
88,175,96,66,2,20.61,57.0,10
89,175,96,66,2,20.68,58.7,10
89,177,98,66,2,20.5,60.1,10
89,173,98,66,2,20.46,58.5,10
89,175,97,66,2,20.68,58.2,10
89,174,98,66,2,20.7,60.5,10
88,175,98,66,2,20.47,58.0,10
89,174,97,66,2,20.58,60.7,10
89,175,98,66,2,20.58,59.0,10
89,174,97,66,2,20.71,59.7,10
90,175,98,66,2,20.55,60.9,10
88,174,96,66,2,20.56,59.8,10
88,176,97,66,2,20.74,60.7,10
89,175,97,66,2,20.52,59.0,10
87,174,98,66,2,20.53,61.4,10
89,175,97,66,2,20.47,58.3,10
89,175,98,66,2,20.61,60.4,10
88,175,98,66,2,20.6,59.5,10
89,174,95,66,2,20.51,59.6,10
89,175,97,66,2,20.66,60.7,10
89,175,97,66,2,20.59,60.7,10
90,172,97,66,2,20.67,60.8,10
89,175,96,66,2,20.37,58.1,10
89,174,95,66,2,20.65,60.2,10
89,174,98,66,2,20.51,63.1,10
89,173,98,66,2,20.49,58.9,10
89,176,97,66,2,20.57,60.2,10
89,174,97,66,2,20.45,59.7,10
89,174,100,66,2,20.45,60.3,10
88,174,97,66,2,20.5,61.6,10
89,175,96,66,2,20.47,60.8,10
89,173,98,66,2,20.49,59.5,10
89,173,96,66,2,20.41,60.2,10
88,174,97,66,2,20.57,58.6,10
89,175,97,66,2,20.64,61.1,10
89,174,96,66,2,20.54,60.1,10
90,172,96,66,2,20.58,60.6,10
89,173,95,66,2,20.62,60.0,10
88,174,96,66,2,20.66,61.0,10
89,172,98,66,2,20.61,59.9,10
89,174,98,66,2,20.59,60.4,10
88,173,95,66,2,20.87,59.9,10
88,173,97,66,2,20.56,61.6,10
89,173,96,66,2,20.69,59.3,10
90,174,96,66,2,20.69,60.0,10
90,172,96,66,2,20.69,59.2,10
86,175,97,66,2,20.7,59.8,10
88,174,96,66,2,20.68,61.2,10
88,176,96,66,2,20.76,58.8,10
89,174,95,66,2,20.79,59.3,10
89,173,95,66,2,20.76,59.7,10
89,173,97,66,2,20.64,59.4,10
90,173,96,66,2,20.69,60.2,10
89,173,95,66,2,20.69,58.7,10
89,172,95,66,2,20.69,59.3,10
88,174,97,66,2,20.74,58.8,10
90,175,96,66,2,20.83,56.9,10
89,174,96,66,2,20.8,58.5,10
89,172,97,66,2,20.64,59.2,10
90,174,97,66,2,20.82,59.8,10
88,176,97,66,2,20.69,58.1,10
89,176,96,66,2,20.82,57.2,10
88,172,95,66,2,20.77,59.6,10
89,175,96,66,2,20.81,58.0,10
88,174,98,66,2,20.77,59.2,10
89,173,96,66,2,20.81,57.8,10
88,174,95,66,2,20.91,59.1,10
89,174,97,66,2,20.85,59.6,10
89,173,95,66,2,20.84,60.0,10
88,175,97,66,2,20.65,57.7,10
89,174,95,66,2,20.81,59.8,10
89,174,97,66,2,20.78,59.6,10
89,174,96,66,2,20.81,59.3,10
90,172,97,66,2,20.77,58.9,10
89,172,96,66,2,20.77,57.6,10
89,173,95,66,2,20.81,59.2,10
88,173,97,66,2,20.68,57.7,10
89,174,96,66,2,20.81,58.5,10
88,173,94,66,2,20.88,58.9,10
89,174,94,66,2,20.76,59.7,10
90,172,94,66,2,20.75,58.5,10
89,173,96,66,2,20.75,58.4,10
90,174,95,66,2,20.66,57.8,10
88,173,95,66,2,20.84,58.4,10
90,174,96,66,2,20.7,58.0,10
89,174,95,66,2,20.72,59.8,10
89,174,95,66,2,20.87,57.7,10
89,174,95,66,2,20.77,58.3,10
89,173,96,66,2,20.86,59.0,10
89,175,96,66,2,20.73,57.7,10
89,173,96,66,2,20.97,56.9,10
88,175,94,66,2,20.83,57.8,10
89,172,95,66,2,20.95,56.0,10
89,175,96,66,2,21.03,57.6,10
88,173,95,66,2,20.88,57.6,10
89,174,96,66,2,20.78,57.8,10
87,173,95,66,2,20.89,58.0,10
91,173,96,66,2,20.92,58.0,10
89,174,96,66,2,20.93,57.6,10
89,173,97,66,2,20.83,58.8,10
88,172,96,66,2,20.9,56.5,10
90,172,95,66,2,20.91,55.4,10
88,174,95,66,2,21.02,57.8,10
89,173,95,66,2,20.9,56.8,10
88,173,95,66,2,21.0,57.5,10
89,173,95,66,2,20.99,58.1,10
87,171,95,66,2,20.89,56.1,10
88,172,94,66,2,20.95,55.4,10
89,174,96,66,2,20.83,55.5,10
89,173,96,66,2,20.93,57.4,10
87,172,95,66,2,20.84,55.4,10
87,173,95,66,2,20.91,56.5,10
88,172,94,66,2,20.92,57.6,10
88,173,95,66,2,20.92,56.6,10
89,173,95,66,2,20.93,55.8,10
88,175,94,66,2,20.94,54.4,10
87,173,94,66,2,21.0,56.2,10
89,173,96,66,2,21.01,55.2,10
88,172,94,66,2,20.99,55.4,10
88,173,93,66,2,20.98,56.4,10
87,171,93,66,2,21.07,55.0,10
89,174,94,66,2,21.0,57.0,10
88,172,94,66,2,20.93,55.7,10
88,172,95,66,2,21.13,56.6,10
89,174,94,66,2,20.97,55.7,10
88,173,93,66,2,20.98,55.2,10
89,173,94,66,2,21.01,54.3,10
88,173,94,66,2,21.16,54.5,10
89,172,94,66,2,21.09,93.3,10
88,173,94,66,2,20.99,91.0,10
87,172,94,67,2,21.07,90.5,10
88,172,94,67,2,20.59,87.5,10
89,171,95,67,2,20.67,87.8,10
88,174,93,67,2,20.68,87.9,10
88,172,93,67,2,20.69,88.2,10
89,173,92,67,2,20.6,84.6,10
88,173,93,67,2,20.77,85.4,10
88,173,94,67,2,20.52,86.6,10
88,172,92,67,2,20.76,84.5,10
88,172,92,67,2,20.61,82.3,10
88,170,93,67,2,20.61,83.1,10
89,172,93,67,2,20.75,81.5,10
89,172,91,67,2,20.82,80.6,10
87,171,93,67,2,20.79,79.5,10
88,172,93,67,2,20.8,80.5,10
89,172,93,67,2,20.83,75.5,10
88,173,93,67,2,20.91,79.2,10
87,171,92,67,2,20.75,76.0,10
87,171,93,67,2,20.82,75.9,10
88,173,93,67,2,20.85,73.5,10
87,171,93,67,2,20.94,72.3,10
88,172,93,67,2,21.01,73.1,10
90,172,94,67,2,20.91,70.4,10
87,173,95,67,2,20.91,68.0,10
88,170,94,67,2,20.89,70.6,10
88,172,92,67,2,21.0,68.6,10
88,172,93,67,2,20.83,66.2,10
88,171,93,67,2,20.92,64.5,10
88,172,93,67,2,20.86,65.4,10
88,170,94,67,2,20.92,63.8,10
88,170,93,67,2,20.89,63.7,10
88,171,91,67,2,20.98,64.5,10
87,171,92,67,2,20.89,63.7,10
88,168,92,67,2,21.01,63.1,10
87,170,92,67,2,20.96,61.6,10
88,172,93,67,2,21.09,61.0,10
88,171,92,67,2,20.94,61.2,10
86,171,92,67,2,21.02,61.8,10
87,171,93,67,2,21.0,62.0,10
88,169,92,67,2,20.92,62.4,10
88,170,93,67,2,21.07,60.6,10
86,168,93,67,2,21.01,60.8,10
87,168,93,67,2,21.05,59.9,10
86,169,92,67,2,21.14,59.6,10
86,170,93,67,2,21.13,60.1,10
86,171,92,67,2,21.09,59.2,10
88,170,93,67,2,21.18,59.2,10
88,171,93,67,2,21.12,60.3,10
87,170,92,67,2,20.94,58.1,10
88,172,92,67,2,21.02,59.2,10
87,171,92,67,2,21.1,89.7,10
88,170,93,67,2,21.31,87.4,10
87,171,92,67,2,21.16,87.6,10
87,171,92,67,2,21.11,88.5,10
88,170,92,67,2,21.02,86.6,10
88,166,91,67,2,21.15,84.3,10
86,170,92,67,2,20.82,83.3,10
87,170,90,67,2,20.93,79.6,10
87,170,92,67,2,20.97,78.5,10
86,170,93,67,2,21.04,79.0,10
88,169,93,67,2,20.81,78.7,10
89,169,91,67,2,20.92,75.6,10
88,168,92,67,2,21.01,76.3,10
87,167,90,67,2,20.99,75.0,10
87,168,92,67,2,20.86,74.1,10
88,169,93,67,2,20.88,72.2,10
89,169,91,67,2,20.93,72.6,10
89,169,91,67,2,20.93,71.5,10
89,168,91,67,2,21.1,70.9,10
88,168,93,67,2,20.93,70.3,10
89,167,92,67,2,20.99,69.7,10
88,169,92,67,2,20.78,68.8,10
87,168,92,67,2,21.06,67.0,10
89,168,93,67,2,20.91,67.3,10
88,167,91,67,2,21.01,65.7,10
88,170,91,67,2,21.05,66.2,10
87,168,92,67,2,21.21,67.3,10
89,168,92,67,2,21.07,65.5,10
88,170,92,67,2,20.95,64.7,10
87,166,92,67,2,21.03,66.6,10
88,168,91,67,2,21.13,62.7,10
88,168,91,67,2,21.1,64.0,10
89,167,91,67,2,21.03,63.8,10
88,167,91,67,2,21.02,62.3,10
88,169,90,67,2,21.1,61.8,10
88,169,93,67,2,21.09,62.2,10
88,167,92,67,2,21.03,62.6,10
88,168,91,67,2,21.24,61.3,10
88,167,91,67,2,21.13,60.5,10
88,167,91,67,2,21.09,61.2,10
88,168,91,67,2,21.22,60.3,10
89,168,90,67,2,21.13,59.8,10
88,167,91,67,2,21.09,60.5,10
89,168,89,67,2,21.27,60.5,10
87,169,92,67,2,21.11,59.6,10
90,167,92,67,2,21.09,59.9,10
88,169,91,67,2,21.42,60.5,10
87,167,92,67,2,21.2,60.0,10
89,168,92,67,2,21.13,58.8,10
87,168,92,67,2,21.18,56.9,10
89,167,92,67,2,21.25,56.1,10
87,170,91,67,2,21.16,58.1,10
88,170,91,67,2,21.19,56.8,10
89,167,91,67,2,21.08,57.9,10
88,168,92,67,2,21.19,56.5,10
89,169,91,67,2,21.2,57.6,10
89,167,90,67,2,21.27,56.7,10
88,167,93,67,2,21.16,55.9,10
87,166,92,67,2,21.13,57.0,10
89,169,91,67,2,21.24,56.4,10
88,168,92,67,2,21.24,55.7,10
87,168,92,67,2,21.24,56.1,10
90,168,90,67,2,21.18,57.9,10
87,169,91,67,2,21.34,56.3,10
87,168,92,67,2,21.18,57.0,10
88,168,91,67,2,21.18,56.5,10
89,168,91,67,2,21.24,56.2,10
89,168,89,67,2,21.31,57.1,10
88,167,90,67,2,21.33,58.3,10
88,167,91,67,2,21.34,56.2,10
88,167,91,67,2,21.31,56.1,10
88,168,90,67,2,21.15,57.4,10
88,168,90,67,2,21.27,56.7,10
87,168,91,67,2,21.36,56.7,10
88,168,90,67,2,21.09,56.0,10
88,167,89,67,2,21.12,56.1,10
87,168,89,67,2,21.29,56.8,10
89,166,91,67,2,21.2,57.1,10
87,166,91,67,2,21.12,55.5,10
87,167,92,67,2,21.39,55.3,10
88,167,91,67,2,21.27,54.3,10
88,167,90,67,2,21.34,55.4,10
88,166,90,67,2,21.41,55.2,10
88,165,90,67,2,21.31,54.5,10
87,165,89,67,2,21.28,55.5,10
88,167,90,67,2,21.34,55.7,10
88,166,90,67,2,21.37,55.4,10
86,167,90,67,2,21.23,54.4,10
88,165,93,67,2,21.31,56.0,10
89,167,93,67,2,21.43,55.4,10
87,168,89,67,2,21.27,55.2,10
88,165,91,67,2,21.24,55.1,10
87,168,93,67,2,21.35,56.2,10
87,165,91,67,2,21.38,56.5,10
86,166,89,67,2,21.19,55.4,10
85,165,90,67,2,21.3,57.0,10
88,165,89,67,2,21.42,55.1,10
87,164,89,67,2,21.37,56.7,10
87,165,88,67,2,21.3,54.2,10
89,165,90,67,2,21.47,57.3,10
87,166,90,67,2,21.51,57.8,10
88,165,90,67,2,21.32,56.3,10
88,167,89,67,2,21.3,56.8,10
87,165,89,67,2,21.29,58.0,10
86,166,89,67,2,21.37,57.0,10
88,164,88,67,2,21.45,56.8,10
86,165,90,67,2,21.49,57.6,10
87,164,90,67,2,21.36,57.5,10
86,166,90,67,2,21.33,58.4,10
88,165,89,67,2,21.25,58.8,10
87,166,89,67,2,21.33,57.7,10
87,164,88,67,2,21.42,60.8,10
87,165,91,67,2,21.34,60.0,10
87,164,91,67,2,21.32,58.6,10
87,165,88,67,2,21.29,58.6,10
86,165,89,67,2,21.55,59.2,10
87,164,89,67,2,21.47,59.0,10
87,163,89,67,2,21.41,59.6,10
88,163,88,67,2,21.42,60.4,10
86,164,89,67,2,21.47,57.9,10
88,166,88,67,2,21.54,60.7,10
88,164,89,67,2,21.52,60.0,10
88,164,88,67,2,21.35,59.9,10
87,164,89,67,2,21.41,59.7,10
90,163,90,67,2,21.62,60.7,10
85,164,89,67,2,21.44,59.5,10
85,164,89,67,2,21.6,60.0,10
87,165,88,67,2,21.48,58.2,10
88,164,87,67,2,21.58,58.9,10
87,165,89,67,2,21.69,60.6,10
87,164,90,67,2,21.63,60.1,10
88,164,89,67,2,21.44,59.4,10
87,164,88,67,2,21.52,60.6,10
88,165,89,67,2,21.54,59.9,10
87,164,89,67,2,21.39,59.6,10
87,165,87,67,2,21.51,59.8,10
87,166,89,67,2,21.54,62.8,10
87,165,88,67,2,21.53,60.1,10
87,165,88,67,2,21.58,62.2,10
86,166,87,67,2,21.52,61.9,10
86,164,88,67,2,21.31,61.1,10
88,163,89,67,2,21.5,61.7,10
87,165,89,67,2,21.53,62.4,10
88,163,87,67,2,21.6,62.7,10
88,165,90,67,2,21.57,61.7,10
88,165,89,67,2,21.53,62.1,10
86,165,89,67,2,21.66,61.6,10
88,163,88,67,2,21.5,60.1,10
88,164,88,67,2,21.55,63.8,10
87,163,88,67,2,21.58,63.4,10
86,164,89,67,2,21.54,61.9,10
89,165,88,67,2,21.57,61.6,10
87,165,88,67,2,21.44,62.0,10
88,166,89,67,2,21.41,60.6,10
87,166,88,67,2,21.68,63.1,10
87,167,90,67,2,21.44,60.8,10
87,166,88,67,2,21.47,62.2,10
89,168,88,67,2,21.54,62.9,10
88,165,89,67,2,21.49,61.6,10
88,165,88,67,2,21.58,61.4,10
89,167,89,67,2,21.59,61.3,10
88,167,88,67,2,21.5,62.4,10
87,168,89,67,2,21.41,62.5,10
87,169,88,67,2,21.74,61.4,10
88,167,90,67,2,21.67,60.5,10
88,167,89,67,2,21.69,60.4,10
87,167,89,67,2,21.47,61.3,10
88,167,89,67,2,21.71,60.5,10
87,166,90,67,2,21.56,60.4,10
88,166,87,67,2,21.58,60.6,10
88,166,89,67,2,21.57,62.0,10
89,166,88,67,2,21.51,61.1,10
88,168,88,67,2,21.5,61.1,10
88,167,89,67,2,21.59,59.5,10
87,168,88,67,2,21.42,61.3,10
88,167,90,67,2,21.53,59.8,10
88,166,89,67,2,21.63,62.5,10
88,167,90,67,2,21.47,60.9,10
86,166,89,67,2,21.47,59.6,10
89,167,87,67,2,21.5,60.1,10
88,168,88,67,2,21.64,61.5,10
87,166,89,67,2,21.59,61.2,10
88,166,89,67,2,21.61,61.5,10
89,167,89,67,2,21.59,61.6,10
89,167,88,67,2,21.54,59.9,10
88,168,89,67,2,21.68,61.6,10
88,167,90,67,2,21.48,61.1,10
88,167,89,67,2,21.71,60.0,10
88,168,89,67,2,21.69,61.8,10
88,168,89,67,2,21.75,60.1,10
88,168,90,67,2,21.6,59.3,10
87,168,90,67,2,21.72,59.3,10
89,168,91,67,2,21.77,58.9,10
87,168,90,67,2,21.46,59.0,10
89,166,89,67,2,21.72,60.1,10
88,168,90,67,2,21.79,59.5,10
88,168,89,67,2,21.77,60.2,10
88,167,90,67,2,21.66,60.7,10
87,168,89,67,2,21.62,60.7,10
87,167,91,67,2,21.72,59.2,10
87,167,91,67,2,21.73,59.6,10
88,169,91,67,2,21.84,61.1,10
87,168,90,67,2,21.78,59.5,10
89,169,91,67,2,21.79,58.6,10
89,168,89,67,2,21.7,57.9,10
90,169,90,67,2,21.56,59.8,10
87,170,90,67,2,21.67,58.0,10
88,169,88,67,2,21.73,59.1,10
88,168,90,67,2,21.74,58.8,10
88,170,90,67,2,21.84,57.7,10
89,170,91,67,2,21.55,59.3,10
89,170,87,67,2,21.76,59.7,10
88,169,90,67,2,21.67,59.7,10
89,170,90,67,2,21.79,57.5,10
88,169,89,67,2,21.84,58.9,10
88,169,91,67,2,21.69,58.3,10
89,167,90,67,2,21.79,59.8,10
86,168,88,67,2,21.78,57.7,10
89,168,90,67,2,21.83,56.3,10
87,169,90,67,2,21.93,56.9,10
89,168,90,67,2,21.91,57.0,10
89,166,90,67,2,21.76,56.9,10
89,169,90,67,2,21.74,57.6,10
87,168,90,67,2,21.81,56.5,10
88,167,90,67,2,21.73,56.6,10
88,168,89,67,2,21.72,57.1,10
89,167,90,67,2,21.73,56.6,10
88,167,90,67,2,21.88,56.3,10
88,168,90,67,2,21.82,58.1,10
88,167,91,67,2,21.72,55.7,10
87,168,90,67,2,21.75,56.5,10
88,168,89,67,2,21.75,57.0,10
90,169,91,67,2,21.74,56.0,10
89,167,91,67,2,21.68,56.9,10
87,168,89,67,2,21.78,55.6,10
87,167,90,67,2,21.92,56.1,10
89,167,90,67,2,21.7,56.3,10
90,169,89,67,2,21.78,54.4,10
89,168,90,68,2,21.44,55.8,10
89,166,90,68,2,21.4,55.1,10
87,168,91,68,2,21.26,89.5,10
87,169,90,68,2,21.33,92.5,10
88,167,91,68,2,21.43,88.9,10
87,167,91,68,2,21.47,89.8,10
89,166,91,68,2,21.37,87.0,10
88,167,90,68,2,21.55,86.4,10
87,168,89,68,2,21.57,86.2,10
88,168,89,68,2,21.51,84.2,10
88,167,89,68,2,21.44,83.6,10
89,166,91,68,2,21.42,82.1,10
89,166,90,68,2,21.45,79.7,10
87,167,90,68,2,21.61,80.4,10
88,166,92,68,2,21.56,81.5,10
87,167,91,68,2,21.49,80.3,10
88,166,91,68,2,21.52,77.4,10
87,167,91,68,2,21.31,76.4,10
88,169,91,68,2,21.5,77.0,10
89,168,91,68,2,21.55,74.9,10
88,168,91,68,2,21.52,73.3,10
88,168,91,68,2,21.58,71.1,10
88,166,90,68,2,21.46,71.0,10
87,167,91,68,2,21.51,70.1,10
89,169,90,68,2,21.52,68.4,10
87,167,92,68,2,21.51,70.9,10
87,168,89,68,2,21.54,67.9,10
87,168,91,68,2,21.52,66.8,10
87,168,92,68,2,21.61,67.1,10
88,166,90,68,2,21.76,67.3,10
89,167,90,68,2,21.59,65.4,10
88,167,92,68,2,21.62,65.8,10
89,165,92,68,2,21.72,64.7,10
89,168,92,68,2,21.65,65.4,10
87,169,91,68,2,21.65,62.7,10
88,168,92,68,2,21.53,63.8,10
88,168,92,68,2,21.69,65.6,10
88,169,91,68,2,21.52,63.6,10
89,168,91,68,2,21.81,61.6,10
88,167,91,68,2,21.82,62.9,10
88,168,92,68,2,21.77,62.0,10
87,167,92,68,2,21.81,61.4,10
88,166,93,68,2,21.88,62.6,10
88,166,91,68,2,21.73,62.0,10
89,168,91,68,2,21.79,61.0,10
87,167,92,68,2,21.71,59.7,10
89,166,91,68,2,21.88,58.9,10
88,166,92,68,2,21.91,60.7,10
89,168,92,68,2,21.83,60.2,10
88,166,92,68,2,21.87,58.5,10
86,167,91,68,2,21.91,59.1,10
88,167,93,68,2,22.0,58.1,10
89,167,93,68,2,21.86,91.1,10
89,166,93,68,2,21.53,88.8,10
87,166,92,68,2,21.61,89.5,10
87,167,92,68,2,21.59,88.7,10
87,167,92,68,2,21.71,87.5,10
89,170,92,68,2,21.58,84.6,10
88,168,93,68,2,21.59,83.2,10
88,167,93,68,2,21.66,80.1,10
87,166,93,68,2,21.74,79.0,10
88,166,92,68,2,21.56,77.3,10
88,166,93,68,2,21.69,77.1,10
88,167,91,68,2,21.67,77.3,10
88,166,92,68,2,21.62,75.5,10
87,168,91,68,2,21.77,75.0,10
89,168,91,68,2,21.75,74.0,10
87,167,89,68,2,21.75,72.6,10
89,168,90,68,2,21.7,72.5,10
88,167,90,68,2,21.68,70.1,10
88,168,92,68,2,21.93,70.5,10
87,166,90,68,2,21.74,70.4,10
90,167,91,68,2,21.88,69.7,10
89,167,91,68,2,21.89,69.2,10
88,168,90,68,2,21.9,66.3,10
89,168,91,68,2,21.94,67.8,10
88,168,90,68,2,21.84,67.7,10
87,168,90,68,2,21.89,66.0,10
90,169,90,68,2,21.85,66.3,10
88,168,88,68,2,21.95,64.2,10
89,168,89,68,2,21.96,65.4,10
89,169,89,68,2,21.98,65.5,10
89,168,89,68,2,21.89,64.6,10
88,167,89,68,2,22.01,62.3,10
88,169,89,68,2,21.98,64.0,10
88,167,89,68,2,22.0,62.7,10
87,168,90,68,2,21.93,61.0,10
88,168,89,68,2,22.11,62.5,10
89,168,89,68,2,22.17,62.7,10
88,169,91,68,2,22.07,61.4,10
88,168,89,68,2,22.26,61.4,10
87,169,90,68,2,21.93,60.1,10
88,168,89,68,2,22.09,58.5,10
89,169,88,68,2,22.08,61.1,10
88,170,90,68,2,22.08,60.3,10
87,169,89,68,2,22.08,60.3,10
87,168,89,68,2,22.16,58.9,10
87,168,88,68,2,22.18,58.6,10
89,167,89,68,2,22.25,57.9,10
88,169,89,68,2,22.11,58.5,10
88,165,89,68,2,22.08,58.7,10
87,168,89,68,2,21.99,58.9,10
90,166,89,68,2,22.04,58.3,10
89,168,90,68,2,22.07,57.3,10
89,168,89,68,2,21.95,58.4,10
87,167,88,68,2,22.12,56.8,10
87,167,89,68,2,22.05,58.2,10
88,168,88,68,2,22.01,57.7,10
88,168,90,68,2,22.23,56.7,10
87,167,89,68,2,22.03,57.7,10
87,169,90,68,2,22.15,57.3,10
88,166,88,68,2,22.06,56.9,10
86,167,89,68,2,21.83,55.4,10
88,167,91,68,2,22.04,56.3,10
86,165,91,68,2,22.08,56.3,10
88,168,89,68,2,22.26,56.2,10
88,168,90,68,2,22.31,56.2,10
88,167,89,68,2,22.17,55.9,10
88,166,90,68,2,22.07,54.6,10
87,168,89,68,2,22.24,56.3,10
88,168,90,68,2,22.26,57.3,10
87,165,90,68,2,22.18,55.7,10
89,168,90,68,2,22.3,55.8,10
89,169,90,68,2,22.04,55.8,10
89,168,90,68,2,22.2,55.3,10
88,169,89,68,2,22.1,55.5,10
89,168,90,68,2,22.42,55.3,10
88,168,90,68,2,22.17,56.4,10
87,169,90,68,2,22.06,56.4,10
88,169,88,68,2,22.32,54.4,10
0,0,0,68,2,0.0,0.0,7
87,167,90,68,2,22.23,54.7,10
88,166,89,68,2,22.18,54.0,10
87,167,90,68,2,22.23,56.3,10
87,166,90,68,2,22.13,55.0,10
88,168,90,68,2,22.21,56.5,10
87,169,90,68,2,22.17,55.0,10
89,167,90,68,2,22.09,54.3,10
88,168,90,68,2,22.29,53.6,10
88,166,90,68,2,22.28,54.1,10
88,169,89,68,2,22.07,56.8,10
87,167,90,68,2,22.01,55.2,10
86,167,88,68,2,22.15,55.1,10
90,166,89,68,2,21.98,55.0,10
87,166,90,68,2,22.05,54.2,10
88,168,89,68,2,22.2,55.7,10
87,168,91,68,2,22.15,55.1,10
88,166,91,68,2,21.99,53.8,10
88,166,91,68,2,22.09,53.7,10
87,165,89,68,2,22.25,55.2,10
86,166,90,68,2,22.2,56.2,10
87,164,91,68,2,22.12,55.9,10
87,166,90,68,2,22.12,56.4,10
87,165,90,68,2,22.1,56.5,10
87,165,91,68,2,22.2,57.0,10
87,166,90,68,2,22.24,56.2,10
87,165,89,68,2,22.33,57.9,10
88,167,88,68,2,22.18,56.1,10
88,166,91,68,2,22.19,56.9,10
88,167,90,68,2,22.15,57.4,10
88,165,90,68,2,22.22,56.6,10
89,166,91,68,2,22.37,57.0,10
88,165,90,68,2,22.25,56.8,10
87,165,88,68,2,22.14,56.0,10
88,167,89,68,2,22.22,56.4,10
87,166,89,68,2,22.22,58.2,10
86,167,89,68,2,22.07,56.8,10
86,165,90,68,2,22.22,57.5,10
86,167,89,68,2,22.21,57.5,10
88,167,90,68,2,22.24,56.8,10
86,164,89,68,2,22.24,57.0,10
86,166,91,68,2,22.33,58.5,10
86,165,89,68,2,22.25,58.3,10
87,165,89,68,2,22.28,58.9,10
87,167,90,68,2,22.22,57.9,10
86,164,89,68,2,22.2,58.1,10
87,165,90,68,2,22.28,59.1,10
87,165,90,68,2,22.24,57.7,10
87,165,90,68,2,22.29,57.4,10
87,166,91,68,2,22.28,59.1,10
87,166,90,68,2,22.26,61.1,10
87,163,88,68,2,22.3,58.7,10
87,165,88,68,2,22.44,58.5,10
86,165,90,68,2,22.49,58.6,10
87,165,89,68,2,22.46,59.7,10
86,165,88,68,2,22.23,58.1,10
87,165,89,68,2,22.38,60.8,10
88,166,88,68,2,22.35,60.3,10
87,163,90,68,2,22.35,59.2,10
87,164,88,68,2,22.3,59.2,10
86,166,89,68,2,22.22,59.3,10
86,165,89,68,2,22.12,59.4,10
87,165,89,68,2,22.37,59.9,10
86,164,88,68,2,22.46,60.6,10
86,165,89,68,2,22.41,59.7,10
88,164,87,68,2,22.33,59.4,10
85,164,89,68,2,22.22,61.0,10
87,165,88,68,2,22.26,59.2,10
87,164,89,68,2,22.34,60.3,10
85,164,88,68,2,22.39,59.1,10
87,162,87,68,2,22.42,59.1,10
86,164,89,68,2,22.34,59.4,10
87,164,89,68,2,22.31,59.8,10
88,163,89,68,2,22.25,59.1,10
87,163,89,68,2,22.47,59.5,10
86,165,90,68,2,22.44,58.3,10
88,164,87,68,2,22.4,59.2,10
86,163,89,68,2,22.51,59.4,10
85,165,89,68,2,22.49,59.8,10
85,164,88,68,2,22.27,60.0,10
86,162,89,68,2,22.56,58.0,10
86,165,88,68,2,22.61,60.1,10
85,165,88,68,2,22.41,59.5,10
86,164,89,68,2,22.57,59.1,10
88,165,89,68,2,22.47,59.6,10
86,163,87,68,2,22.46,58.1,10
85,164,89,68,2,22.49,59.4,10
88,163,88,68,2,22.43,61.1,10
87,164,88,68,2,22.54,58.5,10
86,164,88,68,2,22.67,60.7,10
86,165,89,68,2,22.5,59.1,10
85,163,87,68,2,22.5,59.4,10
87,165,89,68,2,22.66,59.9,10
86,165,89,68,2,22.53,58.9,10
86,162,88,68,2,22.63,58.8,10
85,163,87,68,2,22.66,57.6,10
86,164,87,68,2,22.64,57.8,10
86,163,88,68,2,22.75,57.9,10
86,165,87,68,2,22.64,58.4,10
87,164,87,68,2,22.72,58.1,10
85,163,89,68,2,22.62,58.0,10
85,165,90,68,2,22.56,57.1,10
87,163,87,68,2,22.68,58.2,10
85,164,88,68,2,22.62,58.0,10
86,164,86,68,2,22.69,56.6,10
87,164,89,68,2,22.88,58.6,10
85,166,88,68,2,22.75,57.7,10
86,164,87,68,2,22.58,56.9,10
86,162,87,68,2,22.77,57.3,10
86,165,89,68,2,22.69,56.3,10
85,165,87,68,2,22.74,56.6,10
86,162,87,68,2,22.75,57.1,10
85,163,87,68,2,22.83,56.6,10
86,164,86,68,2,22.88,57.4,10
85,164,88,68,2,22.88,57.5,10
86,163,89,68,2,22.62,58.7,10
87,159,87,68,2,22.76,57.4,10
86,164,87,68,2,22.78,56.4,10
86,165,86,68,2,22.86,57.7,10
85,163,88,68,2,22.72,56.9,10
87,164,87,68,2,22.87,57.6,10
85,161,87,68,2,22.67,55.3,10
85,161,88,68,2,22.88,55.7,10
86,162,88,68,2,22.73,57.2,10
86,160,88,68,2,22.86,55.6,10
86,161,86,68,2,22.9,57.4,10
84,163,86,68,2,22.73,56.9,10
86,163,87,68,2,22.68,57.3,10
84,162,87,68,2,22.66,53.6,10
85,162,87,68,2,22.78,54.6,10
