nitrogen,fosfor,kalium,plant_age,fase,soil_moisture,recommendation
99,96,51,65,2,80.39,3
94,43,138,65,2,16.18,2
102,106,68,65,2,37.42,3
85,41,133,65,2,77.51,2
94,100,139,65,2,10.0,0
87,71,60,65,2,78.43,3
100,103,107,65,2,32.15,3
98,95,103,65,2,52.62,3
85,75,70,65,2,27.67,3
103,83,68,65,2,90.0,3
73,45,130,65,2,10.0,2
106,78,124,65,2,79.56,0
91,41,75,65,2,77.97,2
109,80,90,65,2,44.6,3
71,73,86,65,2,65.04,0
111,85,123,65,2,55.79,0
73,90,69,65,2,90.0,3
99,57,138,65,2,76.52,0
62,66,134,65,2,22.65,0
63,64,88,65,2,10.0,0
88,90,68,65,2,76.66,3
85,100,119,65,2,22.67,0
66,48,76,65,2,90.0,2
65,89,50,65,2,90.0,3
73,68,109,65,2,60.71,0
110,85,59,65,2,85.22,3
92,78,42,65,2,83.4,3
111,56,110,65,2,37.27,0
103,55,104,65,2,14.18,0
81,83,97,65,2,22.11,0
78,77,70,65,2,66.36,3
88,90,44,65,2,12.48,3
101,45,40,65,2,15.87,6
82,43,126,65,2,47.59,2
119,77,127,65,2,52.42,0
73,91,50,65,2,90.0,3
104,82,46,65,2,84.96,3
97,48,102,65,2,90.0,2
82,99,136,65,2,47.33,0
60,101,107,65,2,32.34,1
94,98,76,65,2,38.13,3
65,51,137,65,2,12.71,0
100,93,136,65,2,34.13,0
107,66,46,65,2,17.03,3
88,69,109,65,2,85.97,0
79,72,103,65,2,82.85,0
81,48,119,65,2,10.0,2
108,90,139,65,2,64.54,0
103,40,129,65,2,78.31,2
65,64,59,65,2,10.0,3
76,62,41,65,2,10.0,3
87,57,64,65,2,36.23,3
100,100,125,65,2,61.17,0
79,96,138,65,2,31.17,0
86,71,54,65,2,90.0,3
71,66,42,65,2,85.54,3
84,75,111,65,2,63.14,0
105,58,63,65,2,16.78,3
104,79,94,65,2,69.58,3
106,90,78,65,2,90.0,3
107,42,71,65,2,62.13,6
107,84,105,65,2,75.89,0
117,81,99,65,2,90.0,3
112,87,57,65,2,60.12,3
98,108,92,65,2,64.87,3
69,97,117,65,2,26.62,0
103,82,70,65,2,90.0,3
97,73,139,65,2,62.1,0
76,98,97,65,2,65.77,0
68,57,126,65,2,35.32,0
84,105,123,65,2,11.21,0
100,108,68,65,2,85.71,3
118,107,110,65,2,18.38,3
119,52,105,65,2,39.03,0
61,103,45,65,2,90.0,3
72,90,51,65,2,23.31,3
85,45,93,65,2,46.24,2
63,78,64,65,2,20.01,3
89,60,130,65,2,59.12,0
106,83,87,65,2,33.45,3
72,70,105,65,2,80.13,0
69,109,82,65,2,80.83,3
111,55,103,65,2,65.98,0
78,85,72,65,2,48.06,3
87,80,51,65,2,28.35,3
109,66,58,65,2,33.32,3
117,91,64,65,2,17.87,3
116,90,44,65,2,57.37,3
84,101,47,65,2,10.0,3
89,89,72,65,2,89.1,3
114,103,55,65,2,81.29,3
113,108,41,65,2,31.63,3
75,58,128,65,2,74.63,0
90,69,77,65,2,83.55,3
90,100,121,65,2,11.35,0
78,90,71,65,2,90.0,3
112,90,71,65,2,10.0,3
73,103,112,65,2,13.74,0
103,76,105,65,2,13.17,0
74,83,92,65,2,37.13,0
68,42,40,65,2,77.53,6
78,85,69,65,2,20.19,3
64,82,96,65,2,90.0,0
73,47,41,65,2,41.79,6
114,97,65,65,2,56.09,3
86,97,106,65,2,24.96,0
117,78,84,65,2,90.0,3
90,99,58,65,2,61.33,3
76,57,124,65,2,52.3,0
74,85,137,65,2,84.78,0
117,51,91,65,2,58.54,0
102,55,117,65,2,10.0,0
93,84,71,65,2,53.14,3
100,102,44,65,2,74.83,3
82,73,80,65,2,46.77,3
93,49,139,65,2,90.0,2
118,60,138,65,2,70.58,0
105,84,63,65,2,21.64,3
99,100,134,65,2,35.81,0
88,83,96,65,2,90.0,0
91,93,97,65,2,43.02,3
105,71,101,65,2,78.28,0
113,48,43,65,2,10.0,6
69,79,117,65,2,21.63,0
95,54,86,70,2,87.22,0
96,101,67,70,2,61.45,3
114,58,136,70,2,51.01,0
60,49,41,70,2,81.77,6
101,42,43,70,2,29.58,6
84,66,138,70,2,15.86,0
95,58,51,70,2,90.0,3
100,60,99,70,2,86.69,0
66,104,126,70,2,71.66,1
77,94,57,70,2,10.0,3
93,50,68,70,2,59.56,3
104,78,79,70,2,82.99,3
116,92,106,70,2,87.92,3
71,76,92,70,2,10.0,0
119,98,129,70,2,18.98,0
99,63,56,70,2,38.08,3
116,101,84,70,2,46.04,3
64,101,127,70,2,22.29,1
117,70,44,70,2,68.19,3
113,90,116,70,2,36.02,0
113,105,111,70,2,26.32,3
101,67,63,70,2,42.44,3
88,64,128,70,2,83.14,0
117,86,103,70,2,10.0,3
92,76,121,70,2,18.88,0
77,91,83,70,2,50.94,3
69,77,132,70,2,38.01,0
109,64,109,70,2,24.0,0
88,107,126,70,2,54.15,0
100,54,56,70,2,26.09,3
79,71,87,70,2,22.71,0
105,92,42,70,2,54.11,3
69,109,109,70,2,81.23,0
71,75,83,70,2,40.23,0
86,84,62,70,2,44.58,3
104,72,59,70,2,49.96,3
82,89,124,70,2,90.0,0
107,95,78,70,2,22.25,3
68,82,122,70,2,46.14,0
100,43,49,70,2,56.94,6
113,57,127,70,2,18.51,0
62,64,107,70,2,80.32,0
75,92,86,70,2,72.84,3
86,42,46,70,2,36.03,6
106,75,52,70,2,61.0,3
89,57,49,70,2,69.7,3
71,53,66,70,2,74.55,3
118,57,113,70,2,51.43,0
119,91,51,70,2,22.45,3
77,95,109,70,2,19.47,0
109,45,40,70,2,20.94,6
106,76,111,70,2,11.44,0
92,55,94,70,2,90.0,0
99,44,101,70,2,10.0,2
67,43,125,70,2,57.36,2
65,85,113,70,2,80.71,0
118,100,68,70,2,10.0,3
77,70,120,70,2,17.48,0
68,87,86,70,2,10.0,0
90,73,92,70,2,47.69,0
104,97,124,70,2,25.23,0
108,103,80,70,2,48.06,3
70,103,134,70,2,46.06,1
94,94,54,70,2,10.0,3
104,67,80,70,2,26.17,3
78,93,124,70,2,43.33,0
107,69,41,70,2,60.73,3
65,70,84,70,2,83.58,0
89,55,68,70,2,88.44,3
115,86,51,70,2,70.04,3
61,71,101,70,2,30.72,0
99,77,106,70,2,80.86,0
96,93,73,70,2,86.87,3
90,61,64,70,2,90.0,3
74,41,44,70,2,15.38,6
68,97,76,70,2,75.89,3
100,62,90,70,2,79.93,0
89,75,100,70,2,60.92,0
62,43,132,70,2,37.06,2
119,91,45,70,2,41.38,3
84,94,133,70,2,10.0,0
99,72,90,70,2,31.81,3
102,93,127,70,2,43.81,0
62,103,77,70,2,28.84,3
62,61,47,70,2,33.63,3
83,92,118,70,2,23.25,0
98,42,136,70,2,42.76,2
68,51,138,70,2,19.27,0
94,109,107,70,2,10.0,3
69,71,110,70,2,30.36,0
90,69,73,70,2,64.25,3
62,101,102,70,2,72.01,0
108,46,100,70,2,36.29,2
77,77,45,70,2,36.86,3
88,40,44,70,2,90.0,6
79,47,84,70,2,25.29,2
109,70,60,70,2,77.82,3
73,95,74,70,2,90.0,3
108,61,97,70,2,84.69,0
64,65,136,70,2,34.33,0
104,62,63,70,2,47.7,3
70,84,124,70,2,15.31,0
63,49,52,70,2,89.39,6
73,62,128,70,2,17.05,0
68,93,54,70,2,34.91,3
69,76,118,70,2,78.52,0
113,98,62,70,2,26.31,3
70,40,46,70,2,25.87,6
62,94,100,70,2,89.21,0
115,55,84,70,2,73.37,3
110,100,124,70,2,36.12,0
112,82,48,70,2,61.95,3
66,78,99,70,2,23.48,0
112,86,103,70,2,46.4,3
97,101,124,70,2,14.3,0
60,68,112,70,2,88.91,0
85,104,106,70,2,26.63,0
89,106,75,70,2,53.54,3
68,88,97,70,2,48.07,0
98,103,117,70,2,71.61,0
66,58,116,70,2,73.1,0
74,87,97,70,2,81.03,0
118,77,90,70,2,62.67,3
109,46,62,70,2,76.11,6
73,91,44,70,2,81.04,3
101,41,82,70,2,10.0,2
94,41,98,70,2,55.27,2
76,65,82,70,2,32.19,0
106,101,72,70,2,62.59,3
89,101,109,70,2,43.03,0
61,109,48,70,2,50.09,3
116,91,104,70,2,38.74,3
66,64,87,70,2,27.73,0
110,76,132,70,2,33.61,0
116,80,95,70,2,23.79,3
105,86,128,70,2,85.38,0
99,76,60,70,2,90.0,3
66,67,51,70,2,66.12,3
85,59,41,70,2,51.82,3
72,105,129,70,2,77.57,0
61,79,95,70,2,22.68,0
97,70,77,70,2,28.05,3
116,78,72,70,2,10.0,3
89,89,89,70,2,27.11,3
86,43,115,70,2,89.3,2
119,42,109,70,2,33.5,2
90,77,56,70,2,58.8,3
73,44,80,70,2,74.05,2
107,81,52,70,2,39.81,3
75,108,127,70,2,69.79,0
110,69,129,70,2,46.92,0
84,101,80,70,2,42.41,3
92,68,105,70,2,47.1,0
105,59,129,70,2,90.0,0
110,49,62,70,2,65.14,6
66,92,105,70,2,20.96,0
82,78,95,70,2,65.32,0
78,76,117,70,2,49.07,0
106,67,61,70,2,65.35,3
76,86,75,70,2,80.09,3
119,72,98,70,2,80.04,3
116,108,136,70,2,25.12,0
70,42,55,70,2,37.21,6
76,75,111,70,2,10.0,0
104,57,95,70,2,57.91,0
107,50,49,70,2,36.35,3
95,103,113,70,2,53.15,0
118,77,65,70,2,52.61,3
82,71,131,70,2,14.59,0
69,86,93,70,2,54.58,0
69,90,128,70,2,10.0,0
115,75,138,70,2,37.95,0
100,108,85,70,2,90.0,3
111,41,64,70,2,90.0,6
81,40,119,70,2,10.0,2
117,46,42,70,2,60.07,6
106,82,84,70,2,41.26,3
90,80,44,70,2,56.85,3
94,69,47,70,2,84.12,3
84,95,65,70,2,87.46,3
65,41,118,70,2,78.74,2
98,60,69,85,3,39.47,3
89,43,125,85,3,45.35,2
103,79,116,85,3,67.15,0
90,53,58,85,3,90.0,3
69,61,51,85,3,67.61,3
67,80,51,85,3,60.18,3
71,49,41,85,3,24.36,6
86,67,119,85,3,26.25,0
96,75,56,85,3,77.87,3
104,56,67,85,3,77.24,3
115,77,117,85,3,37.22,0
98,107,79,85,3,34.83,3
114,98,71,85,3,43.9,3
76,48,113,85,3,88.82,2
61,86,79,85,3,71.44,3
110,90,121,85,3,90.0,0
97,51,86,85,3,23.84,0
63,68,112,85,3,19.35,0
109,61,76,85,3,10.0,3
102,76,74,85,3,90.0,3
83,80,83,85,3,10.0,3
95,73,47,85,3,10.0,3
113,100,75,85,3,10.0,3
101,102,65,85,3,22.21,3
85,43,51,85,3,73.75,6
72,76,74,85,3,73.56,3
110,61,63,85,3,31.18,3
89,103,100,85,3,32.03,3
78,97,57,85,3,33.97,3
67,43,89,85,3,64.7,2
72,87,92,85,3,48.03,0
92,87,125,85,3,69.86,0
68,63,130,85,3,40.33,0
87,98,115,85,3,22.76,0
108,82,74,85,3,30.13,3
118,86,42,85,3,56.76,3
89,108,113,85,3,47.53,0
76,46,76,85,3,22.76,2
83,89,41,85,3,76.73,3
110,107,98,85,3,77.88,3
90,43,103,85,3,51.51,2
115,102,95,85,3,50.59,3
73,61,101,85,3,90.0,0
109,46,113,85,3,41.81,2
68,81,83,85,3,58.23,0
97,40,115,85,3,42.37,2
76,45,60,85,3,10.0,6
110,90,45,85,3,66.7,3
100,69,76,85,3,89.23,3
90,107,96,85,3,79.36,3
93,96,123,85,3,69.36,0
95,59,94,85,3,13.65,0
103,42,111,85,3,45.1,2
76,58,90,85,3,10.0,0
103,90,98,85,3,71.51,3
103,83,75,85,3,90.0,3
87,102,46,85,3,69.89,3
94,40,73,85,3,10.0,2
72,50,128,85,3,25.69,0
69,87,43,85,3,10.0,3
97,56,129,85,3,40.52,0
71,83,57,85,3,72.47,3
92,52,87,85,3,10.0,0
62,50,116,85,3,77.1,0
89,105,89,85,3,60.3,3
98,45,93,85,3,70.67,2
86,79,51,85,3,35.66,3
76,48,48,85,3,58.21,6
67,80,133,85,3,10.0,0
101,55,89,85,3,10.0,0
86,41,64,85,3,90.0,6
69,78,68,85,3,10.0,3
71,73,72,85,3,20.2,3
63,87,123,85,3,28.77,1
67,102,86,85,3,63.73,3
113,95,112,85,3,32.05,0
95,83,129,85,3,18.93,0
119,70,56,85,3,16.96,3
61,83,116,85,3,19.42,0
107,69,75,85,3,68.01,3
88,46,96,85,3,81.51,2
87,59,75,85,3,45.63,3
79,62,69,85,3,74.59,3
112,62,118,85,3,21.5,0
112,80,117,85,3,90.0,0
87,108,50,85,3,57.47,3
114,54,56,85,3,22.14,3
68,76,43,85,3,90.0,3
104,53,61,85,3,31.31,3
73,50,70,85,3,76.9,0
62,82,67,85,3,87.27,3
117,82,50,85,3,69.22,3
119,108,95,85,3,90.0,3
113,40,136,85,3,37.0,2
90,100,49,85,3,66.72,3
103,85,130,85,3,10.0,0
86,50,133,85,3,90.0,0
116,45,91,85,3,10.51,2
65,61,60,85,3,50.21,3
99,97,68,85,3,88.24,3
108,40,86,85,3,14.39,2
88,95,64,85,3,88.91,3
85,102,72,85,3,35.42,3
79,97,51,85,3,75.49,3
63,82,103,85,3,55.1,0
94,99,108,85,3,42.7,0
97,80,51,85,3,10.0,3
79,41,67,85,3,71.56,2
73,92,80,85,3,61.24,3
110,76,53,85,3,80.05,3
105,64,98,85,3,65.65,0
80,83,40,85,3,87.43,3
89,82,76,85,3,45.2,3
81,52,76,85,3,44.08,0
92,79,115,85,3,37.67,0
110,81,61,85,3,76.98,3
60,104,116,85,3,56.77,1
63,71,133,85,3,90.0,0
85,106,94,85,3,90.0,3
119,77,128,85,3,69.06,0
116,86,50,85,3,51.09,3
76,56,63,85,3,30.71,3
95,103,42,85,3,24.14,3
109,66,135,85,3,59.83,0
63,61,132,85,3,24.44,0
63,104,99,85,3,27.24,0
68,79,76,85,3,36.76,3
113,42,84,85,3,85.85,2
92,77,84,85,3,71.29,3
102,57,126,85,3,46.62,0
116,44,108,85,3,18.61,2
75,80,112,85,3,59.68,0
77,42,46,85,3,10.0,6
83,68,118,85,3,33.46,0
95,40,60,85,3,68.7,6
116,91,96,85,3,43.86,3
117,109,106,85,3,62.5,3
77,91,123,85,3,10.0,0
87,84,85,85,3,90.0,3
118,71,108,85,3,77.12,0
80,88,110,85,3,90.0,0
86,98,96,85,3,19.44,3
113,65,124,85,3,80.9,0
74,90,96,85,3,25.72,0
90,63,73,85,3,43.85,3
109,46,65,85,3,16.98,6
103,82,40,85,3,10.0,3
82,87,49,85,3,84.59,3
61,52,130,85,3,84.97,0
117,95,125,85,3,36.38,0
89,81,117,85,3,90.0,0
105,92,120,85,3,18.26,0
114,82,65,85,3,62.35,3
87,67,50,85,3,60.12,3
97,84,99,85,3,42.8,0
68,102,103,85,3,65.8,0
89,72,45,85,3,69.99,3
95,41,50,85,3,79.52,6
102,59,68,85,3,28.12,3
86,60,58,85,3,23.14,3
102,102,102,85,3,39.19,3
101,40,61,85,3,76.41,6
76,95,98,85,3,30.53,0
83,57,87,85,3,84.23,0
75,59,119,85,3,12.17,0
117,109,106,85,3,55.38,3
75,68,113,85,3,52.42,0
99,98,97,85,3,79.6,3
80,69,59,85,3,38.45,3
103,85,97,85,3,10.0,3
107,95,90,85,3,41.1,3
101,66,69,85,3,34.77,3
104,80,47,85,3,71.16,3
70,66,51,85,3,67.43,3
114,104,127,85,3,80.38,0
71,65,112,85,3,48.55,0
103,70,63,85,3,85.21,3
74,107,108,85,3,38.16,0
85,108,40,85,3,53.48,3
71,45,66,85,3,37.57,2
73,86,124,85,3,90.0,0
117,74,104,85,3,11.6,0
111,100,121,85,3,62.15,0
64,100,135,85,3,79.32,1
94,102,92,85,3,49.93,3
62,52,109,85,3,10.0,0
81,75,47,85,3,30.57,3
104,97,77,85,3,66.0,3
112,48,60,85,3,69.63,6
106,69,124,85,3,33.87,0
78,94,70,85,3,90.0,3
111,44,55,85,3,63.47,6
87,82,78,85,3,52.14,3
69,88,68,85,3,23.95,3
109,51,89,85,3,67.46,0
81,95,125,85,3,20.79,0
117,94,129,85,3,21.73,0
91,54,55,85,3,90.0,3
79,40,88,85,3,80.97,2
89,60,139,85,3,34.66,0
117,96,52,85,3,50.4,3
81,69,63,85,3,90.0,3
83,62,77,85,3,64.04,3
98,41,115,85,3,37.43,2
78,87,121,85,3,10.0,0
73,102,128,85,3,79.32,0
68,75,52,85,3,84.74,3
62,66,82,85,3,63.57,0
92,93,100,85,3,44.91,0
64,81,67,85,3,33.55,3
65,52,136,85,3,63.93,0
99,108,46,85,3,77.17,3
102,43,98,85,3,90.0,2
75,83,85,85,3,81.67,3
110,66,62,85,3,90.0,3
107,104,52,85,3,75.8,3
94,47,125,85,3,67.75,2
70,104,40,85,3,90.0,3
102,44,68,85,3,59.42,6
62,87,83,85,3,83.25,0
108,93,139,85,3,41.87,0
85,54,105,85,3,62.22,0
94,104,57,85,3,36.04,3
62,87,65,85,3,22.39,3
71,80,55,85,3,90.0,3
95,67,117,85,3,61.76,0
103,93,61,85,3,10.0,3
60,96,42,85,3,90.0,3
119,62,54,85,3,54.12,3
100,65,60,85,3,53.12,3
99,67,63,85,3,17.63,3
108,109,74,85,3,70.99,3
64,59,112,85,3,22.4,0
93,69,62,85,3,90.0,3
69,58,47,85,3,50.93,3
66,62,92,85,3,68.08,0
117,109,103,85,3,19.19,3
86,59,41,85,3,59.71,3
63,84,112,85,3,90.0,0
94,78,68,85,3,29.17,3
72,94,131,85,3,90.0,0
92,69,138,85,3,66.57,0
95,46,69,85,3,50.17,6
95,50,98,85,3,25.83,0
84,86,134,85,3,68.7,0
111,61,49,85,3,89.6,3
117,69,100,85,3,17.48,3
78,74,120,85,3,90.0,0
95,68,69,85,3,12.69,3
101,41,88,85,3,89.36,2
99,88,129,85,3,87.44,0
98,97,137,85,3,83.39,0
83,79,105,85,3,85.18,0
88,101,73,85,3,20.52,3
116,44,122,85,3,18.9,2
119,106,68,85,3,83.07,3
118,84,88,85,3,88.76,3
70,83,93,85,3,42.76,0
98,44,122,85,3,30.03,2
112,84,110,85,3,44.1,0
66,91,75,85,3,90.0,3
113,55,49,85,3,23.39,3
109,103,64,85,3,28.58,3
63,89,42,85,3,28.28,3
84,102,67,85,3,79.29,3
71,52,102,85,3,90.0,0
88,80,106,85,3,10.0,0
112,56,119,85,3,52.23,0
89,86,42,85,3,27.38,3
90,84,115,85,3,90.0,0
72,87,67,85,3,49.51,3
111,61,139,85,3,49.6,0
83,74,55,85,3,87.73,3
98,80,76,85,3,64.85,3
91,69,127,85,3,10.85,0
61,47,53,85,3,30.98,6
100,106,90,85,3,26.84,3
116,50,113,85,3,12.17,0
119,65,99,85,3,68.98,3
115,80,59,85,3,21.01,3
113,46,126,85,3,90.0,2
111,56,76,85,3,42.25,3
89,51,100,85,3,46.59,0
108,85,55,85,3,56.89,3
99,64,81,85,3,79.09,3
102,62,99,85,3,57.25,0
117,99,134,85,3,15.57,0
95,107,53,85,3,26.93,3
101,85,108,85,3,55.95,0
97,47,106,85,3,10.0,2
89,42,62,85,3,21.47,6
85,69,126,85,3,90.0,0
97,89,115,85,3,24.93,0
113,69,126,85,3,28.15,0
106,42,133,85,3,90.0,2
112,46,76,85,3,10.0,6
88,102,138,85,3,53.3,0
86,92,136,85,3,76.1,0
95,41,136,85,3,55.19,2
98,83,64,85,3,16.62,3
111,101,96,85,3,74.96,3
60,86,66,85,3,10.0,3
86,109,63,85,3,90.0,3
106,71,122,85,3,90.0,0
107,74,107,85,3,40.07,0
106,104,128,85,3,49.03,0
113,52,122,85,3,32.85,0
64,84,65,85,3,90.0,3
90,54,71,85,3,73.99,3
72,69,96,85,3,29.69,0
70,94,81,85,3,65.57,3
60,69,52,85,3,69.54,3
105,41,90,85,3,18.02,2
79,67,71,85,3,20.39,3
109,83,72,85,3,25.5,3
116,69,87,85,3,37.24,3
60,52,48,85,3,10.0,3
113,73,47,85,3,90.0,3
92,103,66,85,3,84.75,3
79,89,118,85,3,54.02,0
98,52,134,85,3,71.94,0
113,46,80,85,3,70.67,6
99,70,86,85,3,10.0,3
83,109,50,85,3,90.0,3
106,69,115,85,3,90.0,0
118,66,112,85,3,10.0,0
76,100,87,85,3,84.0,3
112,69,57,85,3,90.0,3
110,58,73,85,3,54.15,3
108,60,75,85,3,11.81,3
86,72,72,85,3,69.4,3
68,103,89,85,3,10.0,3
88,64,50,85,3,13.47,3
82,43,118,85,3,71.97,2
99,45,44,85,3,56.46,6
94,53,104,85,3,10.0,0
114,109,77,85,3,87.68,3
75,57,74,85,3,90.0,0
67,88,93,85,3,81.14,0
61,44,124,85,3,77.45,2
88,57,109,85,3,82.07,0
118,73,55,85,3,90.0,3
62,64,53,85,3,28.24,3
68,77,110,85,3,83.82,0
117,71,86,85,3,54.47,3
107,92,107,85,3,87.97,3
87,58,84,85,3,63.46,0
79,68,91,85,3,60.26,0
96,41,53,85,3,10.0,6
78,70,53,85,3,29.47,3
98,92,47,85,3,10.0,3
95,103,130,85,3,51.1,0
107,77,90,85,3,83.08,3
108,78,136,85,3,59.04,0
102,70,66,85,3,40.64,3
116,82,116,85,3,45.88,0
67,50,87,85,3,10.37,0
114,86,101,85,3,40.77,3
108,93,63,85,3,74.35,3
105,56,42,85,3,10.0,3
108,98,91,85,3,82.62,3
96,60,123,85,3,52.36,0
114,86,123,85,3,11.23,0
91,52,131,85,3,29.01,0
64,44,49,85,3,46.47,6
65,57,76,85,3,31.22,0
67,59,122,85,3,56.23,0
83,86,72,85,3,60.33,3
112,59,57,85,3,37.22,3
88,49,45,85,3,26.3,6
117,48,70,85,3,10.0,6
62,60,70,85,3,16.35,0
64,86,93,85,3,10.0,0
64,46,41,85,3,88.43,6
86,71,100,85,3,10.0,0
73,97,113,85,3,79.98,0
86,59,138,85,3,90.0,0
104,60,52,85,3,34.32,3
61,100,97,85,3,32.66,0
82,53,94,85,3,10.0,0
114,88,112,85,3,22.9,0
118,107,78,85,3,60.74,3
106,46,95,85,3,39.99,2
68,51,102,85,3,39.06,0
65,87,130,85,3,23.46,1
64,55,100,85,3,41.9,0
72,77,51,85,3,61.36,3
78,90,89,85,3,31.86,3
106,68,108,85,3,76.0,0
93,73,45,85,3,65.05,3
62,85,85,85,3,90.0,0
89,109,73,85,3,18.38,3
107,106,128,85,3,90.0,0
85,103,116,85,3,70.13,0
94,72,133,85,3,10.0,0
118,63,104,85,3,44.06,0
81,54,131,85,3,78.22,0
68,109,109,85,3,10.0,0
77,91,85,85,3,11.93,3
86,79,122,85,3,90.0,0
116,49,90,85,3,76.98,2
96,74,74,85,3,35.78,3
103,91,103,85,3,80.13,3
89,103,57,85,3,46.29,3
71,97,53,85,3,83.43,3
92,67,125,85,3,32.73,0
83,97,114,85,3,46.88,0
79,77,107,85,3,10.0,0
60,87,57,85,3,86.63,3
81,102,90,85,3,46.93,3
88,84,139,85,3,68.84,0
93,59,116,85,3,38.74,0
114,44,88,85,3,79.69,2
103,48,106,85,3,10.0,2
78,88,57,85,3,56.22,3
60,87,68,85,3,56.83,3
98,80,56,85,3,21.37,3
78,50,44,85,3,10.0,3
110,74,72,85,3,50.61,3
86,98,89,85,3,22.87,3
73,94,121,85,3,85.62,0
111,85,111,85,3,74.77,0
63,52,58,85,3,30.71,3
61,102,96,85,3,10.0,0
99,42,110,85,3,88.29,2
83,70,106,85,3,86.58,0
104,87,96,85,3,10.0,3
91,54,122,85,3,90.0,0
67,44,96,85,3,90.0,2
90,69,56,85,3,46.83,3
114,91,63,85,3,77.57,3
88,56,65,85,3,70.25,3
114,45,94,85,3,38.22,2
108,101,84,85,3,64.89,3
68,69,127,85,3,10.0,0
86,49,123,85,3,77.19,2
65,44,84,85,3,13.47,2
65,54,71,85,3,12.48,0
113,72,134,85,3,56.25,0
95,64,105,85,3,10.0,0
86,75,137,85,3,71.73,0
111,88,64,85,3,90.0,3
112,56,126,85,3,43.29,0
97,51,73,90,3,90.0,3
76,92,123,90,3,52.59,0
117,94,70,90,3,16.32,3
113,96,130,90,3,58.04,0
95,62,74,90,3,79.61,3
100,80,124,90,3,74.45,0
72,56,121,90,3,10.0,0
88,52,56,90,3,33.78,3
65,79,87,90,3,83.88,0
62,62,98,90,3,53.69,0
110,103,131,90,3,38.55,0
80,107,129,90,3,49.49,0
116,92,74,90,3,21.49,3
74,57,139,90,3,90.0,0
77,62,46,90,3,71.9,3
86,86,70,90,3,42.55,3
112,71,96,90,3,46.12,3
64,89,121,90,3,89.61,0
106,69,117,90,3,82.49,0
68,49,88,90,3,24.71,2
68,92,92,90,3,46.53,0
79,41,42,90,3,36.01,6
75,61,66,90,3,18.33,3
79,73,95,90,3,41.62,0
110,51,64,90,3,68.62,3
114,109,68,90,3,47.68,3
78,82,112,90,3,86.97,0
85,91,116,90,3,72.8,0
97,53,77,90,3,34.49,3
74,78,109,90,3,90.0,0
84,87,41,90,3,90.0,3
65,54,80,90,3,11.29,0
110,71,122,90,3,10.0,0
69,101,82,90,3,10.0,3
87,106,125,90,3,78.47,0
86,85,104,90,3,24.54,0
75,82,120,90,3,54.36,0
95,62,81,90,3,90.0,3
73,67,79,90,3,20.5,0
70,51,135,90,3,19.18,0
71,94,128,90,3,27.8,0
95,69,67,90,3,10.0,3
74,77,117,90,3,10.0,0
110,92,68,90,3,82.07,3
60,72,98,90,3,20.46,0
69,86,137,90,3,34.02,0
110,99,105,90,3,27.36,3
105,46,62,90,3,10.0,6
61,65,117,90,3,16.34,0
64,71,54,90,3,60.86,3
85,53,129,90,3,10.0,0
87,91,72,90,3,12.48,3
113,64,110,90,3,29.38,0
113,98,57,90,3,10.0,3
96,62,79,90,3,53.78,3
79,68,44,90,3,28.68,3
73,92,66,90,3,90.0,3
84,65,134,90,3,43.15,0
109,60,48,90,3,27.63,3
107,107,54,90,3,61.71,3
80,53,96,90,3,13.21,0
60,40,130,90,3,51.5,2
92,58,57,90,3,71.76,3
100,81,124,90,3,45.06,0
90,40,68,90,3,10.0,6
94,73,83,90,3,31.76,3
97,70,43,90,3,10.0,3
96,43,104,90,3,55.25,2
101,75,52,94,3,34.16,3
106,66,123,94,3,37.17,0
96,84,102,94,3,76.1,0
94,86,95,94,3,25.55,3
76,43,103,94,3,90.0,2
96,99,98,94,3,42.49,3
115,104,124,94,3,82.21,0
65,41,49,94,3,81.18,6
85,47,80,94,3,10.0,2
116,71,89,94,3,61.56,3
109,107,107,94,3,48.05,3
61,94,135,94,3,33.49,1
82,48,53,94,3,50.18,6
83,40,127,94,3,27.42,2
72,63,58,94,3,90.0,3
68,64,100,94,3,32.33,0
117,77,111,94,3,67.57,0
96,84,84,94,3,12.06,3
82,54,88,94,3,85.67,0
102,101,83,94,3,90.0,3
109,71,126,94,3,90.0,0
88,49,95,94,3,47.79,2
66,54,83,94,3,78.49,0
74,71,92,94,3,24.69,0
107,69,93,94,3,90.0,3
111,90,62,94,3,76.53,3
88,53,106,94,3,16.98,0
113,59,94,94,3,90.0,0
73,88,109,94,3,21.24,0
94,70,119,94,3,88.84,0
113,55,47,94,3,15.73,3
66,80,137,94,3,21.6,1
90,51,130,94,3,78.14,0
70,104,62,94,3,59.81,3
60,104,74,94,3,54.21,3
116,79,132,94,3,60.63,0
67,98,44,94,3,78.91,3
62,87,95,94,3,77.4,0
86,45,113,94,3,30.93,2
76,108,120,94,3,84.86,0
97,80,100,94,3,71.81,0
62,66,66,94,3,90.0,3
105,58,77,94,3,78.2,3
91,49,85,94,3,90.0,2
112,97,108,94,3,30.17,3
63,41,51,94,3,59.57,6
97,95,101,94,3,62.24,3
61,86,58,94,3,51.44,3
107,99,136,94,3,73.88,0
97,83,127,94,3,63.98,0
118,96,56,94,3,40.91,3
73,92,53,94,3,77.56,3
65,109,43,94,3,53.81,3
78,67,52,94,3,42.51,3
107,69,89,94,3,86.2,3
93,82,111,94,3,69.31,0
