Timestamp,Suhu_Udara,Kelembapan_Udara,Kelembapan_Tanah,EC_Tangki,N,P,K,Status_Pompa
2026-01-07 08:00:00,24.33,90.51,91.21,1.7,161.57,63.21,231.75,0
2026-01-07 09:00:00,24.97,87.28,90.56,1.7,163.68,63.16,232.57,0
2026-01-07 10:00:00,25.83,87.97,89.79,1.7,164.74,63.29,227.85,0
2026-01-07 11:00:00,28.48,83.07,89.59,1.5,162.95,65.12,225.49,0
2026-01-07 12:00:00,27.79,83.6,92.0,1.7,162.78,64.41,228.58,1
2026-01-07 13:00:00,29.28,86.47,91.02,1.5,161.47,64.93,230.64,0
2026-01-07 14:00:00,26.85,81.04,90.32,1.7,161.94,64.13,228.73,0
2026-01-07 15:00:00,27.01,87.17,92.0,1.7,160.66,64.35,226.46,1
2026-01-07 16:00:00,25.74,81.21,91.69,1.7,160.97,64.46,220.76,0
2026-01-07 17:00:00,25.79,82.45,90.94,1.7,160.64,65.1,225.15,0
2026-01-07 18:00:00,27.52,85.9,90.19,1.7,160.54,66.1,225.75,0
2026-01-07 19:00:00,25.09,88.47,89.99,1.7,164.41,65.45,230.92,0
2026-01-07 20:00:00,26.51,91.66,90.04,1.7,163.78,66.62,230.64,0
2026-01-07 21:00:00,23.43,89.79,89.43,1.7,160.35,67.82,231.57,0
2026-01-07 22:00:00,23.05,90.02,89.38,1.7,162.37,67.42,233.97,0
2026-01-07 23:00:00,23.13,92.68,89.03,1.7,164.29,67.25,238.12,0
2026-01-08 00:00:00,22.91,90.23,88.73,1.7,160.75,66.65,239.21,0
2026-01-08 01:00:00,23.34,93.07,89.13,1.7,159.66,66.24,239.01,0
2026-01-08 02:00:00,22.69,90.58,88.87,1.7,160.66,65.03,238.88,0
2026-01-08 03:00:00,21.82,93.69,88.9,1.8,161.78,65.64,236.07,0
2026-01-08 04:00:00,21.99,93.31,88.91,1.8,161.9,63.68,235.06,0
2026-01-08 05:00:00,22.0,91.57,88.36,1.7,162.05,63.0,235.19,0
2026-01-08 06:00:00,21.98,92.93,92.0,1.8,160.48,62.93,238.63,1
2026-01-08 07:00:00,22.69,91.75,92.0,1.7,156.34,64.07,237.37,0
2026-01-08 08:00:00,25.07,92.55,91.1,1.7,160.38,63.52,239.91,0
2026-01-08 09:00:00,23.69,84.9,90.04,1.7,158.82,63.86,239.46,0
2026-01-08 10:00:00,27.29,86.83,89.77,1.7,159.38,63.73,242.35,0
2026-01-08 11:00:00,26.42,84.16,88.88,1.7,159.32,64.53,243.67,0
2026-01-08 12:00:00,26.53,86.98,92.0,1.7,161.16,64.79,244.76,1
2026-01-08 13:00:00,27.89,86.46,92.0,1.7,161.52,65.46,246.72,0
2026-01-08 14:00:00,28.43,86.01,90.91,1.5,161.94,64.86,248.22,0
2026-01-08 15:00:00,27.97,83.63,92.0,1.7,157.32,63.86,250.22,1
2026-01-08 16:00:00,27.2,87.59,91.28,1.7,156.13,64.13,254.79,0
2026-01-08 17:00:00,27.31,82.89,90.62,1.7,157.82,63.63,257.84,0
2026-01-08 18:00:00,24.63,83.18,89.79,1.7,159.29,63.61,257.86,0
2026-01-08 19:00:00,25.09,85.03,89.23,1.7,157.8,63.85,255.61,0
2026-01-08 20:00:00,24.24,88.67,89.48,1.7,155.25,64.91,255.5,0
2026-01-08 21:00:00,25.41,91.15,89.35,1.7,155.87,65.53,249.66,0
2026-01-08 22:00:00,23.59,84.01,89.32,1.7,151.0,64.81,251.0,0
2026-01-08 23:00:00,24.08,94.31,89.07,1.7,149.49,63.7,247.55,0
2026-01-09 00:00:00,23.39,92.43,88.96,1.7,153.28,65.18,249.73,0
2026-01-09 01:00:00,21.91,89.31,89.04,1.8,156.35,63.66,253.94,0
2026-01-09 02:00:00,21.86,93.44,88.54,1.8,157.58,63.2,249.37,0
2026-01-09 03:00:00,23.19,95.91,88.42,1.7,158.43,63.75,248.52,0
2026-01-09 04:00:00,21.48,94.92,88.42,1.8,155.18,65.17,245.19,0
2026-01-09 05:00:00,22.36,95.75,88.69,1.7,154.24,64.91,240.36,0
2026-01-09 06:00:00,22.08,89.56,92.0,1.7,154.14,64.84,239.82,1
2026-01-09 07:00:00,23.15,90.49,91.82,1.7,153.28,63.97,241.17,0
2026-01-09 08:00:00,24.21,87.93,91.6,1.7,153.12,64.02,242.75,0
2026-01-09 09:00:00,24.53,92.21,90.23,1.7,155.93,62.93,242.74,0
2026-01-09 10:00:00,25.23,88.41,90.12,1.7,155.32,62.23,238.2,0
2026-01-09 11:00:00,26.92,92.09,89.32,1.7,155.09,62.91,238.35,0
2026-01-09 12:00:00,26.47,84.04,92.0,1.7,156.82,62.49,234.45,1
2026-01-09 13:00:00,26.65,83.21,91.55,1.7,154.59,63.3,230.91,0
2026-01-09 14:00:00,26.49,84.58,90.93,1.7,153.49,63.12,228.62,0
2026-01-09 15:00:00,27.01,88.21,92.0,1.7,152.63,61.86,231.56,1
2026-01-09 16:00:00,27.56,84.83,91.89,1.7,153.22,62.91,233.1,0
2026-01-09 17:00:00,27.64,86.53,91.19,1.7,153.07,61.7,234.0,0
2026-01-09 18:00:00,25.42,87.21,90.29,1.7,152.98,61.17,231.89,0
2026-01-09 19:00:00,27.22,87.93,90.62,1.7,152.27,61.01,231.08,0
2026-01-09 20:00:00,24.17,87.3,90.57,1.7,150.85,61.95,227.85,0
2026-01-09 21:00:00,25.3,89.36,90.94,1.7,152.51,61.48,231.62,0
2026-01-09 22:00:00,23.32,90.16,91.0,1.7,152.4,60.66,237.28,0
2026-01-09 23:00:00,22.7,91.38,90.4,1.7,154.02,60.85,238.56,0
2026-01-10 00:00:00,22.36,94.22,90.39,1.7,152.46,60.69,240.21,0
2026-01-10 01:00:00,22.55,96.63,89.89,1.7,151.76,60.31,239.55,0
2026-01-10 02:00:00,22.79,91.37,89.7,1.7,151.9,60.55,235.28,0
2026-01-10 03:00:00,22.69,92.64,89.47,1.7,152.19,59.51,233.15,0
2026-01-10 04:00:00,21.34,91.78,88.79,1.8,154.06,58.04,232.08,0
2026-01-10 05:00:00,21.47,93.75,88.34,1.8,153.72,60.08,231.26,0
2026-01-10 06:00:00,21.97,91.39,92.0,1.8,155.52,60.23,229.91,1
2026-01-10 07:00:00,23.31,91.93,91.87,1.7,156.57,60.44,230.29,0
2026-01-10 08:00:00,24.08,92.39,91.25,1.7,156.72,59.78,228.4,0
2026-01-10 09:00:00,24.39,82.88,91.23,1.7,155.34,60.66,234.15,0
2026-01-10 10:00:00,26.22,88.08,90.53,1.7,157.09,60.22,230.77,0
2026-01-10 11:00:00,28.5,84.82,89.91,1.5,155.73,57.77,233.2,0
2026-01-10 12:00:00,26.74,86.08,92.0,1.7,156.07,57.38,232.64,1
2026-01-10 13:00:00,26.95,82.83,91.3,1.7,156.33,57.27,233.91,0
2026-01-10 14:00:00,27.69,87.53,90.49,1.7,156.3,57.26,235.24,0
2026-01-10 15:00:00,26.63,87.19,92.0,1.7,155.95,57.22,235.62,1
2026-01-10 16:00:00,27.34,86.89,91.13,1.7,154.83,56.78,232.76,0
2026-01-10 17:00:00,25.86,88.0,90.27,1.7,152.33,56.27,232.04,0
2026-01-10 18:00:00,27.47,85.36,89.74,1.7,155.36,56.18,232.61,0
2026-01-10 19:00:00,25.78,86.48,89.34,1.7,154.86,54.87,232.99,0
2026-01-10 20:00:00,24.48,90.4,89.79,1.7,155.04,53.32,230.54,0
2026-01-10 21:00:00,23.96,87.97,89.26,1.7,155.19,53.67,233.99,0
2026-01-10 22:00:00,23.49,93.74,89.48,1.7,157.56,54.02,227.8,0
2026-01-10 23:00:00,24.5,90.69,89.34,1.7,161.33,55.05,227.54,0
2026-01-11 00:00:00,21.95,93.25,89.38,1.8,161.77,55.03,225.61,0
2026-01-11 01:00:00,22.06,97.38,89.41,1.7,161.62,54.17,226.53,0
2026-01-11 02:00:00,21.88,91.67,88.54,1.8,159.73,52.66,229.5,0
2026-01-11 03:00:00,22.14,93.66,88.34,1.7,157.34,52.14,226.26,0
2026-01-11 04:00:00,21.88,95.92,88.06,1.8,154.45,52.81,232.58,0
2026-01-11 05:00:00,21.06,95.43,87.52,1.8,153.44,54.38,233.2,0
2026-01-11 06:00:00,22.39,91.85,92.0,1.7,150.14,54.66,234.25,1
2026-01-11 07:00:00,23.32,90.26,92.0,1.7,152.68,53.79,230.69,0
2026-01-11 08:00:00,23.75,89.45,90.64,1.7,153.93,53.24,230.78,0
2026-01-11 09:00:00,25.7,91.62,89.9,1.7,153.92,52.74,233.42,0
2026-01-11 10:00:00,26.74,86.39,88.95,1.7,156.36,52.65,234.03,0
2026-01-11 11:00:00,26.63,86.0,88.39,1.7,154.78,53.94,234.43,0
2026-01-11 12:00:00,27.33,84.13,92.0,1.7,153.71,55.26,234.33,1
2026-01-11 13:00:00,25.57,86.35,91.24,1.7,150.68,55.31,230.92,0
2026-01-11 14:00:00,26.91,85.24,90.87,1.7,152.65,55.68,227.66,0
2026-01-11 15:00:00,27.88,82.97,92.0,1.7,151.69,55.15,230.95,1
2026-01-11 16:00:00,26.46,83.51,92.0,1.7,152.25,53.82,233.36,0
2026-01-11 17:00:00,25.85,81.86,91.2,1.7,154.56,55.67,236.02,0
2026-01-11 18:00:00,27.82,85.17,90.07,1.7,157.45,53.77,233.91,0
2026-01-11 19:00:00,26.96,89.59,90.02,1.7,157.7,52.37,233.57,0
2026-01-11 20:00:00,25.35,91.65,90.3,1.7,158.68,54.27,236.72,0
2026-01-11 21:00:00,25.34,91.17,90.34,1.7,157.31,54.52,233.56,0
2026-01-11 22:00:00,22.12,91.78,90.62,1.7,160.64,53.73,236.46,0
2026-01-11 23:00:00,22.77,91.12,90.35,1.7,160.52,54.59,234.92,0
2026-01-12 00:00:00,22.58,93.85,89.96,1.7,160.84,55.51,232.79,0
2026-01-12 01:00:00,22.41,93.39,89.8,1.7,160.28,54.5,232.82,0
2026-01-12 02:00:00,21.93,97.19,89.5,1.8,162.62,54.25,230.13,0
2026-01-12 03:00:00,20.12,93.29,89.5,1.8,163.08,55.27,225.63,0
2026-01-12 04:00:00,22.41,96.55,89.59,1.7,164.52,54.74,226.29,0
2026-01-12 05:00:00,22.69,95.26,89.7,1.7,165.18,55.21,228.06,0
2026-01-12 06:00:00,23.99,94.19,92.0,1.7,164.78,56.7,231.45,1
2026-01-12 07:00:00,22.77,86.97,91.87,1.7,166.46,54.7,233.14,0
2026-01-12 08:00:00,23.55,92.01,91.55,1.7,167.02,54.61,238.15,0
2026-01-12 09:00:00,23.01,88.16,90.4,1.7,165.21,55.07,241.4,0
2026-01-12 10:00:00,25.77,86.02,89.89,1.7,163.42,53.67,242.92,0
2026-01-12 11:00:00,27.41,82.57,89.32,1.7,163.75,53.44,243.7,0
2026-01-12 12:00:00,26.65,85.05,92.0,1.7,165.44,54.64,246.34,1
2026-01-12 13:00:00,29.01,84.87,91.38,1.5,168.37,54.22,240.24,0
2026-01-12 14:00:00,27.04,82.03,90.92,1.7,165.04,53.12,238.78,0
2026-01-12 15:00:00,27.19,81.94,92.0,1.7,165.08,54.4,233.94,1
2026-01-12 16:00:00,25.71,86.71,91.76,1.7,165.96,55.03,235.65,0
2026-01-12 17:00:00,26.67,88.17,91.33,1.7,166.45,55.18,233.76,0
2026-01-12 18:00:00,24.42,87.42,90.8,1.7,168.21,55.3,241.37,0
2026-01-12 19:00:00,26.06,90.37,90.39,1.7,169.26,56.42,239.76,0
2026-01-12 20:00:00,25.55,88.55,90.42,1.7,167.32,56.85,239.79,0
2026-01-12 21:00:00,25.52,89.54,90.28,1.7,165.4,57.59,238.54,0
2026-01-12 22:00:00,23.08,88.54,89.85,1.7,165.95,57.1,237.14,0
2026-01-12 23:00:00,23.53,87.97,89.63,1.7,167.69,55.52,233.92,0
2026-01-13 00:00:00,23.41,96.22,89.61,1.7,167.84,56.27,230.77,0
2026-01-13 01:00:00,22.95,95.25,89.57,1.7,164.89,57.44,225.54,0
2026-01-13 02:00:00,21.63,90.16,89.52,1.8,163.01,57.37,227.37,0
2026-01-13 03:00:00,20.24,93.85,89.35,1.8,164.33,58.31,226.69,0
2026-01-13 04:00:00,22.38,93.38,89.45,1.7,163.73,58.12,231.94,0
2026-01-13 05:00:00,22.13,92.73,89.63,1.7,163.99,58.15,228.98,0
2026-01-13 06:00:00,22.25,91.67,92.0,1.7,165.95,59.85,232.98,1
2026-01-13 07:00:00,24.01,92.24,91.62,1.7,163.75,59.65,237.01,0
2026-01-13 08:00:00,24.21,91.76,90.74,1.7,163.05,59.4,240.1,0
2026-01-13 09:00:00,24.1,89.32,90.01,1.7,162.19,57.8,240.43,0
2026-01-13 10:00:00,24.45,86.73,90.03,1.7,162.94,58.55,239.31,0
2026-01-13 11:00:00,25.79,85.48,89.54,1.7,164.42,58.01,242.29,0
2026-01-13 12:00:00,29.06,87.13,92.0,1.5,161.78,58.26,239.95,1
2026-01-13 13:00:00,27.88,85.82,91.38,1.7,161.89,58.09,240.38,0
2026-01-13 14:00:00,27.39,85.06,90.71,1.7,163.58,57.81,240.0,0
2026-01-13 15:00:00,26.93,85.1,92.0,1.7,160.3,57.83,237.52,1
2026-01-13 16:00:00,26.61,86.4,91.39,1.7,160.37,57.92,238.09,0
2026-01-13 17:00:00,27.37,85.23,90.57,1.7,158.37,59.1,239.79,0
2026-01-13 18:00:00,25.61,88.81,89.66,1.7,157.48,60.55,237.22,0
2026-01-13 19:00:00,25.96,85.47,89.6,1.7,153.27,61.18,238.26,0
2026-01-13 20:00:00,24.69,87.83,89.71,1.7,156.25,62.35,232.53,0
2026-01-13 21:00:00,25.98,91.0,90.23,1.7,155.96,63.11,230.03,0
2026-01-13 22:00:00,24.49,88.07,89.89,1.7,154.87,63.52,229.13,0
2026-01-13 23:00:00,24.4,87.94,89.58,1.7,155.86,64.78,230.32,0
2026-01-14 00:00:00,22.49,92.28,89.15,1.7,154.35,63.52,232.73,0
2026-01-14 01:00:00,23.44,89.03,89.28,1.7,152.73,62.86,233.05,0
2026-01-14 02:00:00,22.07,90.36,89.33,1.7,155.94,62.1,234.56,0
2026-01-14 03:00:00,22.24,95.17,88.87,1.7,159.56,61.82,234.18,0
2026-01-14 04:00:00,23.41,93.15,88.39,1.7,158.71,62.44,235.23,0
2026-01-14 05:00:00,21.42,96.16,88.48,1.8,160.88,61.43,236.1,0
2026-01-14 06:00:00,22.87,89.92,92.0,1.7,161.69,61.9,234.77,1
2026-01-14 07:00:00,23.75,91.19,92.0,1.7,159.28,61.37,233.9,0
2026-01-14 08:00:00,24.66,90.84,91.17,1.7,157.83,61.08,235.45,0
2026-01-14 09:00:00,24.79,85.86,90.04,1.7,160.91,61.29,239.96,0
2026-01-14 10:00:00,27.67,89.27,89.19,1.7,158.51,62.82,242.73,0
2026-01-14 11:00:00,25.66,86.95,88.82,1.7,162.87,62.16,239.52,0
2026-01-14 12:00:00,28.31,81.52,92.0,1.5,161.93,62.08,236.48,1
2026-01-14 13:00:00,28.27,84.72,91.28,1.5,164.9,61.11,235.07,0
2026-01-14 14:00:00,28.76,85.75,91.37,1.5,164.35,60.48,235.31,0
2026-01-14 15:00:00,25.8,83.88,92.0,1.7,165.82,59.55,235.42,1
2026-01-14 16:00:00,26.11,82.38,91.0,1.7,168.3,59.84,238.5,0
2026-01-14 17:00:00,27.63,86.87,90.48,1.7,170.67,60.29,241.56,0
2026-01-14 18:00:00,24.5,91.86,90.17,1.7,169.39,60.96,241.25,0
2026-01-14 19:00:00,24.22,86.99,89.24,1.7,167.67,60.31,240.36,0
2026-01-14 20:00:00,24.58,92.19,89.23,1.7,167.42,60.82,241.39,0
2026-01-14 21:00:00,24.58,88.0,89.37,1.7,164.98,60.96,243.73,0
2026-01-14 22:00:00,25.17,91.03,89.29,1.7,165.41,60.94,244.67,0
2026-01-14 23:00:00,23.25,93.1,89.07,1.7,163.92,59.85,243.11,0
2026-01-15 00:00:00,22.47,92.13,88.81,1.7,165.91,60.05,241.17,0
2026-01-15 01:00:00,22.85,92.1,88.54,1.7,164.85,60.28,238.09,0
2026-01-15 02:00:00,22.7,94.82,87.99,1.7,161.72,60.42,238.42,0
2026-01-15 03:00:00,22.51,97.67,87.58,1.7,164.37,60.83,239.8,0
2026-01-15 04:00:00,21.96,94.26,87.25,1.8,164.72,61.49,241.4,0
2026-01-15 05:00:00,20.69,92.2,87.09,1.8,164.79,60.52,243.96,0
2026-01-15 06:00:00,21.97,92.15,92.0,1.8,166.77,60.37,247.21,1
2026-01-15 07:00:00,24.54,96.94,91.53,1.7,168.26,60.88,243.16,0
2026-01-15 08:00:00,24.4,90.26,91.2,1.7,166.76,60.67,243.77,0
2026-01-15 09:00:00,24.89,87.13,90.74,1.7,165.88,61.58,244.43,0
2026-01-15 10:00:00,26.89,84.48,89.99,1.7,163.84,61.67,243.77,0
2026-01-15 11:00:00,25.79,81.81,89.57,1.7,161.25,59.92,241.26,0
2026-01-15 12:00:00,26.96,85.87,92.0,1.7,162.45,60.74,244.56,1
2026-01-15 13:00:00,27.41,86.24,91.43,1.7,163.25,60.67,242.61,0
2026-01-15 14:00:00,26.89,84.02,91.14,1.7,164.69,59.12,236.75,0
2026-01-15 15:00:00,27.16,85.15,92.0,1.7,167.01,58.98,236.71,1
2026-01-15 16:00:00,26.65,83.07,91.07,1.7,168.33,57.93,236.03,0
2026-01-15 17:00:00,25.32,86.55,90.45,1.7,169.75,58.73,240.62,0
2026-01-15 18:00:00,26.15,88.06,89.47,1.7,165.82,58.79,241.57,0
2026-01-15 19:00:00,24.44,86.66,89.18,1.7,165.23,58.06,240.48,0
2026-01-15 20:00:00,25.1,92.46,88.88,1.7,166.96,58.9,239.71,0
2026-01-15 21:00:00,25.53,87.82,87.94,1.7,164.78,59.41,238.95,0
2026-01-15 22:00:00,23.67,91.18,87.89,1.7,164.95,59.28,244.3,0
2026-01-15 23:00:00,22.46,93.27,87.64,1.7,165.89,58.24,245.52,0
2026-01-16 00:00:00,22.86,91.97,87.79,1.7,166.65,57.59,241.48,0
2026-01-16 01:00:00,21.93,92.35,87.65,1.8,167.25,56.95,240.54,0
2026-01-16 02:00:00,22.8,90.08,87.67,1.7,168.24,57.78,240.21,0
2026-01-16 03:00:00,22.04,96.49,87.83,1.7,168.43,56.39,237.18,0
2026-01-16 04:00:00,23.47,93.23,87.59,1.7,165.66,56.51,232.61,0
2026-01-16 05:00:00,23.19,94.52,87.38,1.7,166.55,56.45,234.22,0
2026-01-16 06:00:00,22.59,94.05,92.0,1.7,167.0,57.55,232.25,1
2026-01-16 07:00:00,23.97,90.02,92.0,1.7,164.31,57.9,235.51,0
2026-01-16 08:00:00,23.93,89.53,91.39,1.7,166.82,58.5,235.5,0
2026-01-16 09:00:00,25.18,91.37,90.52,1.7,167.71,58.13,234.29,0
2026-01-16 10:00:00,25.71,84.54,90.17,1.7,165.11,57.14,228.28,0
2026-01-16 11:00:00,27.3,90.51,88.93,1.7,163.64,56.99,231.68,0
2026-01-16 12:00:00,28.29,83.43,92.0,1.5,162.68,57.84,232.58,1
2026-01-16 13:00:00,27.94,82.21,91.68,1.7,161.75,58.67,231.58,0
2026-01-16 14:00:00,27.98,85.19,90.96,1.7,162.41,58.38,229.52,0
2026-01-16 15:00:00,27.81,90.04,92.0,1.7,160.76,57.71,233.79,1
2026-01-16 16:00:00,27.24,81.44,91.29,1.7,162.96,56.89,231.19,0
2026-01-16 17:00:00,25.53,85.95,90.11,1.7,164.92,56.92,230.46,0
2026-01-16 18:00:00,27.36,88.05,89.74,1.7,166.04,57.19,232.11,0
2026-01-16 19:00:00,26.95,87.91,89.49,1.7,166.08,58.66,235.88,0
2026-01-16 20:00:00,24.78,89.58,89.21,1.7,167.72,58.88,235.3,0
2026-01-16 21:00:00,24.13,88.08,88.92,1.7,167.12,59.52,233.45,0
2026-01-16 22:00:00,24.39,89.24,88.72,1.7,165.73,58.89,233.26,0
2026-01-16 23:00:00,23.84,91.07,88.71,1.7,167.84,59.02,235.61,0
2026-01-17 00:00:00,22.8,89.66,88.49,1.7,168.3,59.24,238.4,0
2026-01-17 01:00:00,21.6,92.66,87.88,1.8,166.94,59.2,234.79,0
2026-01-17 02:00:00,22.57,92.36,87.86,1.7,166.11,59.26,235.09,0
2026-01-17 03:00:00,22.6,92.47,87.8,1.7,164.74,59.46,231.5,0
2026-01-17 04:00:00,22.68,94.31,87.66,1.7,168.39,59.97,233.89,0
2026-01-17 05:00:00,22.54,89.33,87.79,1.7,168.26,61.08,235.0,0
2026-01-17 06:00:00,22.49,92.07,92.0,1.7,168.41,59.07,232.69,1
2026-01-17 07:00:00,24.2,96.5,92.0,1.7,169.57,60.16,236.64,0
2026-01-17 08:00:00,24.3,87.57,91.86,1.7,167.2,58.67,237.4,0
2026-01-17 09:00:00,24.78,91.26,91.46,1.7,169.09,59.05,237.84,0
2026-01-17 10:00:00,25.86,87.12,90.66,1.7,167.83,61.26,237.25,0
2026-01-17 11:00:00,25.29,84.5,90.05,1.7,171.01,61.24,237.12,0
2026-01-17 12:00:00,27.0,82.16,92.0,1.7,170.21,61.43,236.06,1
2026-01-17 13:00:00,27.85,85.11,90.96,1.7,171.87,61.17,234.15,0
2026-01-17 14:00:00,27.52,88.09,90.26,1.7,167.1,61.79,237.27,0
2026-01-17 15:00:00,28.29,84.32,92.0,1.5,164.9,62.12,235.92,1
2026-01-17 16:00:00,26.59,85.46,91.16,1.7,164.38,61.51,234.56,0
2026-01-17 17:00:00,26.83,88.48,90.84,1.7,160.75,61.42,234.26,0
2026-01-17 18:00:00,26.63,87.75,90.37,1.7,162.0,60.43,237.86,0
2026-01-17 19:00:00,27.38,84.38,89.95,1.7,162.68,60.37,240.54,0
2026-01-17 20:00:00,25.09,88.96,89.92,1.7,160.99,60.05,239.28,0
2026-01-17 21:00:00,23.59,92.99,89.67,1.7,161.12,60.23,242.13,0
2026-01-17 22:00:00,24.57,90.48,89.2,1.7,162.73,59.64,242.05,0
2026-01-17 23:00:00,24.89,85.37,88.78,1.7,159.03,59.52,239.59,0
2026-01-18 00:00:00,22.7,93.0,88.7,1.7,156.98,59.6,238.17,0
2026-01-18 01:00:00,23.27,92.32,88.78,1.7,156.7,59.74,241.44,0
2026-01-18 02:00:00,23.31,89.2,88.43,1.7,157.07,60.06,246.33,0
2026-01-18 03:00:00,22.97,89.81,88.39,1.7,157.28,59.96,246.56,0
2026-01-18 04:00:00,22.2,95.75,88.67,1.7,159.19,59.31,244.56,0
2026-01-18 05:00:00,21.7,91.72,88.09,1.8,160.28,59.47,243.77,0
2026-01-18 06:00:00,22.64,90.57,92.0,1.7,161.73,59.38,241.43,1
2026-01-18 07:00:00,23.77,91.32,92.0,1.7,159.36,60.38,239.57,0
2026-01-18 08:00:00,24.98,88.55,91.4,1.7,159.84,61.47,237.55,0
2026-01-18 09:00:00,25.42,88.66,91.2,1.7,159.5,60.25,237.22,0
2026-01-18 10:00:00,25.7,86.55,91.29,1.7,162.35,60.86,237.41,0
2026-01-18 11:00:00,27.14,83.19,90.81,1.7,162.77,61.63,236.92,0
2026-01-18 12:00:00,27.83,83.94,92.0,1.7,161.65,60.43,236.27,1
2026-01-18 13:00:00,27.6,85.77,91.71,1.7,163.32,61.0,238.11,0
2026-01-18 14:00:00,26.57,84.99,91.38,1.7,164.4,61.83,237.38,0
2026-01-18 15:00:00,26.93,85.0,92.0,1.7,162.95,60.98,236.85,1
2026-01-18 16:00:00,27.56,89.9,91.41,1.7,162.4,60.8,236.32,0
2026-01-18 17:00:00,25.33,87.86,90.72,1.7,161.91,61.0,240.11,0
2026-01-18 18:00:00,24.33,88.88,90.28,1.7,164.24,61.55,238.63,0
2026-01-18 19:00:00,26.71,87.48,90.01,1.7,164.64,60.67,239.94,0
2026-01-18 20:00:00,25.38,89.22,89.77,1.7,165.96,61.75,237.82,0
2026-01-18 21:00:00,24.91,88.71,89.31,1.7,165.04,59.93,238.55,0
2026-01-18 22:00:00,23.04,92.27,89.32,1.7,165.64,61.19,239.74,0
2026-01-18 23:00:00,23.99,91.16,89.62,1.7,167.96,61.71,242.21,0
2026-01-19 00:00:00,23.18,92.63,89.16,1.7,167.19,61.16,240.89,0
2026-01-19 01:00:00,21.33,93.11,88.54,1.8,167.31,61.96,237.81,0
2026-01-19 02:00:00,23.46,93.18,88.34,1.7,164.76,61.02,235.71,0
2026-01-19 03:00:00,22.28,99.97,88.13,1.7,163.39,61.15,238.09,0
2026-01-19 04:00:00,21.78,92.13,88.28,1.8,162.86,61.39,243.14,0
2026-01-19 05:00:00,21.95,91.85,87.72,1.8,161.03,61.62,244.82,0
2026-01-19 06:00:00,21.1,94.1,92.0,1.8,163.57,60.88,241.17,1
2026-01-19 07:00:00,23.87,90.09,91.15,1.7,162.12,60.46,242.86,0
2026-01-19 08:00:00,24.46,89.32,91.0,1.7,163.65,60.62,240.11,0
2026-01-19 09:00:00,25.0,86.05,90.5,1.7,164.04,60.01,238.98,0
2026-01-19 10:00:00,27.02,88.08,89.78,1.7,164.13,60.32,239.25,0
2026-01-19 11:00:00,25.58,86.94,88.81,1.7,166.84,59.81,239.93,0
2026-01-19 12:00:00,26.67,84.37,92.0,1.7,162.7,60.78,239.84,1
2026-01-19 13:00:00,26.62,86.37,91.54,1.7,162.44,62.22,238.1,0
2026-01-19 14:00:00,27.02,80.81,90.63,1.7,160.6,61.95,240.59,0
2026-01-19 15:00:00,27.13,83.63,92.0,1.7,157.24,62.78,239.0,1
2026-01-19 16:00:00,27.15,85.27,92.0,1.7,155.4,62.56,241.93,0
2026-01-19 17:00:00,26.16,83.68,91.32,1.7,155.82,61.7,238.19,0
2026-01-19 18:00:00,25.3,83.15,90.46,1.7,154.88,61.33,238.57,0
2026-01-19 19:00:00,26.85,87.16,90.36,1.7,156.9,61.43,235.32,0
2026-01-19 20:00:00,26.9,90.27,89.78,1.7,156.84,59.83,233.22,0
2026-01-19 21:00:00,24.54,92.48,90.09,1.7,156.58,60.46,232.03,0
2026-01-19 22:00:00,23.29,89.36,90.31,1.7,156.34,60.59,235.98,0
2026-01-19 23:00:00,24.58,93.01,90.05,1.7,156.51,61.53,239.2,0
2026-01-20 00:00:00,21.8,93.54,89.58,1.8,156.1,62.09,241.18,0
2026-01-20 01:00:00,22.33,95.44,89.26,1.7,154.92,62.2,240.95,0
2026-01-20 02:00:00,21.77,92.45,88.97,1.8,157.1,61.87,241.12,0
2026-01-20 03:00:00,21.23,89.55,88.88,1.8,156.3,63.24,243.98,0
2026-01-20 04:00:00,21.88,93.75,88.99,1.8,155.95,65.16,245.29,0
2026-01-20 05:00:00,21.57,91.1,88.48,1.8,157.09,64.76,244.82,0
2026-01-20 06:00:00,22.72,90.98,92.0,1.7,157.98,65.62,248.04,1
2026-01-20 07:00:00,23.42,90.74,91.98,1.7,156.65,64.87,249.43,0
2026-01-20 08:00:00,23.75,89.22,91.27,1.7,158.34,64.26,249.31,0
2026-01-20 09:00:00,24.86,88.75,90.37,1.7,159.58,63.84,247.45,0
2026-01-20 10:00:00,25.82,88.55,89.83,1.7,160.12,64.4,245.45,0
2026-01-20 11:00:00,27.34,85.02,88.93,1.7,159.53,63.36,244.09,0
2026-01-20 12:00:00,27.02,85.94,92.0,1.7,159.02,64.72,244.78,1
2026-01-20 13:00:00,27.96,84.83,91.07,1.7,158.9,65.48,246.38,0
2026-01-20 14:00:00,27.71,86.95,90.65,1.7,156.92,65.97,242.2,0
2026-01-20 15:00:00,27.53,84.77,92.0,1.7,157.18,65.59,236.97,1
2026-01-20 16:00:00,27.91,85.47,91.24,1.7,159.09,66.23,234.5,0
2026-01-20 17:00:00,25.54,85.43,90.64,1.7,160.91,63.47,233.5,0
2026-01-20 18:00:00,25.62,86.64,90.39,1.7,160.39,63.83,236.57,0
2026-01-20 19:00:00,26.91,86.12,89.82,1.7,162.49,63.91,235.79,0
